,species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2
382,setosa,high,loamy,low,low,low,low,low,low,medium,medium,low,medium,low
383,setosa,low,clay,low,medium,low,low,low,low,low,low,low,high,low
384,setosa,high,loamy,low,low,low,low,low,low,medium,medium,low,high,low
385,setosa,low,clay,medium,high,low,low,high,low,low,low,low,high,low
386,setosa,medium,loamy,low,high,low,low,low,low,low,low,low,high,low
387,setosa,low,sandy,low,low,low,low,low,low,medium,low,low,high,low
388,setosa,high,loamy,low,high,low,low,medium,low,low,low,low,high,medium
389,setosa,high,clay,low,high,low,low,medium,low,low,medium,low,medium,low
390,setosa,medium,clay,low,high,low,low,medium,low,low,low,low,high,medium
391,setosa,high,loamy,low,high,low,low,medium,low,low,medium,low,high,low
392,setosa,medium,sandy,low,low,low,low,low,low,medium,medium,low,medium,low
393,setosa,high,clay,low,high,low,low,medium,low,low,low,low,high,low
394,setosa,high,clay,low,medium,low,low,low,low,low,low,low,medium,medium
395,setosa,high,clay,low,high,low,low,medium,low,low,low,low,high,medium
396,setosa,medium,clay,low,high,low,low,medium,low,low,low,low,medium,low
397,setosa,low,clay,low,low,low,low,low,low,medium,low,low,high,low
398,setosa,medium,sandy,low,low,low,low,low,low,low,low,low,high,low
399,setosa,low,loamy,low,medium,low,low,low,low,low,low,low,medium,low
400,versicolor,medium,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,high
401,versicolor,medium,sandy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
402,versicolor,medium,clay,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
403,versicolor,low,sandy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
404,versicolor,low,clay,medium,medium,medium,medium,high,medium,low,low,low,medium,medium
405,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
406,versicolor,high,clay,medium,medium,high,medium,medium,high,low,low,medium,medium,medium
407,versicolor,medium,clay,high,low,medium,medium,medium,medium,medium,low,medium,medium,medium
408,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
409,versicolor,high,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
410,versicolor,medium,loamy,medium,medium,medium,medium,low,medium,medium,low,medium,medium,low
411,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
412,versicolor,medium,loamy,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium
413,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
414,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
415,versicolor,low,clay,low,low,high,medium,low,medium,low,low,medium,medium,medium
416,versicolor,medium,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,medium
417,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
418,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,low,medium
419,versicolor,high,clay,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium
420,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
421,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
422,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
423,versicolor,low,sandy,medium,medium,high,medium,medium,medium,medium,medium,medium,low,medium
424,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
425,versicolor,high,sandy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
426,versicolor,high,loamy,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium
427,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
428,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
429,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
430,versicolor,low,loamy,high,medium,medium,medium,medium,medium,medium,low,medium,medium,low
431,versicolor,high,loamy,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low
432,versicolor,high,clay,medium,medium,medium,high,medium,medium,medium,low,medium,medium,low
433,versicolor,high,loamy,medium,low,medium,medium,low,medium,high,low,medium,high,low
434,versicolor,medium,clay,medium,high,medium,medium,high,medium,low,low,medium,medium,medium
435,versicolor,low,sandy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
436,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,high,medium
437,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
438,versicolor,high,loamy,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
439,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,medium,medium
440,versicolor,low,clay,medium,low,high,medium,medium,medium,medium,low,medium,low,medium
441,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,medium,medium
442,versicolor,high,sandy,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium
443,versicolor,low,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
444,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
445,versicolor,high,loamy,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
446,versicolor,low,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,high
447,versicolor,high,clay,low,medium,medium,medium,low,medium,low,low,medium,low,medium
448,versicolor,medium,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
449,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
450,versicolor,medium,sandy,low,low,medium,medium,low,medium,high,low,low,medium,medium
451,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
452,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
453,versicolor,low,clay,medium,medium,high,high,medium,high,medium,low,medium,medium,high
454,versicolor,low,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
455,versicolor,low,clay,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
456,versicolor,high,clay,low,high,medium,medium,medium,medium,low,low,medium,medium,medium
457,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
458,versicolor,medium,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
459,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
460,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
461,versicolor,high,clay,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
462,versicolor,high,clay,low,high,medium,medium,medium,medium,low,low,medium,medium,medium
463,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,low
464,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
465,versicolor,low,loamy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
466,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
467,versicolor,medium,loamy,low,low,medium,medium,low,medium,medium,low,low,medium,high
468,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,medium,medium
469,versicolor,medium,clay,low,low,medium,medium,low,medium,low,low,medium,low,medium
470,versicolor,medium,sandy,medium,low,high,medium,low,medium,high,low,medium,medium,medium
471,versicolor,medium,clay,low,medium,medium,medium,medium,medium,low,low,medium,low,high
472,versicolor,medium,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
473,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
474,versicolor,high,clay,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium
475,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
476,versicolor,medium,sandy,low,low,medium,medium,low,medium,high,low,medium,medium,medium
477,versicolor,low,clay,high,high,medium,medium,high,medium,medium,low,medium,low,low
478,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
479,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
480,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
481,versicolor,low,loamy,low,low,high,medium,low,medium,medium,low,medium,medium,medium
482,versicolor,low,sandy,medium,low,high,medium,low,medium,medium,low,medium,medium,low
483,versicolor,medium,sandy,high,low,medium,medium,low,medium,high,low,medium,low,medium
484,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,medium,high
485,versicolor,medium,loamy,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium
486,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,high,medium
487,versicolor,medium,loamy,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
488,versicolor,medium,sandy,medium,low,medium,medium,medium,medium,medium,low,medium,high,medium
489,versicolor,medium,clay,medium,medium,medium,high,medium,medium,medium,low,medium,low,medium
490,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
491,versicolor,low,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
492,versicolor,low,loamy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
493,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,high,low
494,versicolor,low,sandy,medium,low,high,medium,low,medium,medium,low,medium,medium,medium
495,versicolor,high,clay,low,medium,medium,medium,medium,medium,low,low,medium,medium,low
496,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,low,low,medium
497,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,low,medium
498,versicolor,medium,loamy,medium,medium,high,medium,medium,medium,medium,low,medium,medium,high
499,versicolor,medium,clay,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
500,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,high
501,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,medium,low,low
502,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
503,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
504,versicolor,high,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
505,versicolor,medium,clay,medium,low,medium,medium,medium,medium,medium,low,medium,low,medium
506,versicolor,medium,clay,high,medium,low,medium,high,medium,medium,low,medium,medium,medium
507,versicolor,low,clay,high,low,medium,medium,medium,medium,medium,low,medium,medium,medium
508,versicolor,low,loamy,high,high,medium,medium,high,medium,medium,low,medium,medium,medium
509,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,medium,medium,low
510,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,low,low,medium,medium,low
511,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,low,low,low
512,versicolor,medium,clay,high,low,medium,medium,medium,medium,medium,low,low,medium,medium
513,versicolor,high,loamy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
514,versicolor,high,loamy,medium,low,medium,medium,medium,medium,medium,low,low,medium,low
515,versicolor,low,clay,medium,medium,high,medium,medium,medium,medium,low,medium,medium,medium
516,versicolor,low,clay,low,medium,medium,medium,low,medium,low,low,low,low,high
517,versicolor,low,sandy,high,low,high,medium,medium,medium,high,low,medium,low,medium
518,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,low,medium
519,versicolor,medium,clay,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium
520,versicolor,medium,clay,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
521,versicolor,medium,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
522,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
523,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,high
524,versicolor,medium,loamy,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
525,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
526,versicolor,low,clay,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium
527,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
528,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,high
529,versicolor,low,sandy,low,low,medium,low,low,low,medium,medium,low,medium,low
530,versicolor,high,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,medium
531,versicolor,high,clay,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium
532,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
533,versicolor,low,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,medium
534,versicolor,low,loamy,low,low,medium,medium,low,medium,medium,low,medium,low,low
535,versicolor,high,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
536,versicolor,low,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
537,versicolor,medium,sandy,medium,low,medium,low,medium,medium,medium,medium,medium,medium,medium
538,versicolor,medium,clay,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
539,versicolor,high,clay,high,medium,medium,medium,high,medium,medium,low,low,medium,medium
540,versicolor,low,loamy,high,medium,medium,medium,high,medium,medium,low,medium,low,medium
541,versicolor,medium,loamy,low,low,medium,medium,low,medium,medium,low,low,medium,medium
542,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
543,versicolor,medium,sandy,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium
544,versicolor,high,clay,high,medium,medium,medium,high,medium,medium,low,low,medium,medium
545,versicolor,low,clay,medium,medium,medium,medium,high,medium,low,low,medium,medium,medium
546,versicolor,high,clay,low,medium,medium,medium,low,medium,low,low,medium,low,medium
547,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,low,high
548,versicolor,medium,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,high
549,versicolor,high,clay,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
550,versicolor,medium,clay,medium,low,high,medium,medium,medium,medium,low,medium,medium,medium
551,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,medium,low
552,versicolor,medium,clay,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium
553,versicolor,medium,loamy,medium,medium,medium,medium,low,medium,medium,low,medium,medium,medium
554,versicolor,medium,sandy,high,low,medium,medium,low,medium,high,low,medium,high,medium
555,versicolor,medium,clay,high,medium,medium,medium,medium,medium,medium,low,medium,high,medium
556,versicolor,high,clay,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
557,versicolor,medium,sandy,medium,low,medium,medium,low,medium,medium,low,low,medium,medium
558,versicolor,low,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
559,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,low,low,medium,medium,high
560,versicolor,high,loamy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
561,versicolor,high,sandy,low,low,high,medium,low,medium,high,low,medium,low,low
562,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
563,versicolor,high,clay,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
564,versicolor,low,loamy,low,low,medium,medium,low,medium,low,low,medium,medium,medium
565,versicolor,medium,clay,medium,low,medium,medium,medium,medium,medium,low,low,low,medium
566,versicolor,high,clay,low,medium,medium,high,low,medium,low,low,medium,medium,high
567,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
568,versicolor,high,clay,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
569,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
570,versicolor,low,clay,high,low,medium,medium,medium,medium,high,low,medium,low,medium
571,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
572,versicolor,low,loamy,high,medium,medium,medium,high,medium,medium,low,medium,medium,medium
573,versicolor,low,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
574,versicolor,low,loamy,high,low,medium,medium,low,medium,high,low,medium,medium,high
575,versicolor,medium,loamy,medium,medium,medium,medium,low,medium,medium,low,medium,medium,low
576,versicolor,low,loamy,high,low,high,high,medium,high,high,low,medium,medium,medium
577,versicolor,low,clay,medium,high,medium,medium,high,medium,low,low,medium,low,medium
578,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,medium,medium
579,versicolor,low,clay,medium,low,high,medium,low,medium,medium,low,medium,medium,low
580,versicolor,medium,sandy,medium,low,medium,medium,medium,medium,medium,low,low,low,low
581,versicolor,medium,clay,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
582,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
583,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
584,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
585,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
586,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,low,low
587,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
588,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,medium,low
589,versicolor,low,loamy,low,medium,medium,medium,medium,medium,low,low,low,medium,high
590,versicolor,medium,clay,low,medium,medium,medium,medium,medium,low,low,medium,high,medium
591,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,low,medium,medium
592,versicolor,low,clay,medium,medium,medium,high,medium,medium,medium,low,medium,medium,medium
593,versicolor,low,loamy,high,medium,medium,medium,high,medium,medium,low,medium,low,medium
594,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,high,medium
595,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,low,medium
596,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
597,versicolor,low,sandy,low,low,high,medium,low,medium,medium,low,medium,medium,medium
598,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,high
599,versicolor,medium,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
600,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
601,versicolor,low,clay,medium,medium,high,medium,medium,high,low,low,medium,low,medium
602,versicolor,high,clay,medium,high,medium,medium,high,medium,low,low,medium,medium,medium
603,versicolor,low,clay,high,medium,medium,medium,high,medium,medium,low,medium,medium,medium
604,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,low,medium,medium
605,versicolor,low,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,high
606,versicolor,medium,loamy,high,medium,medium,medium,medium,medium,medium,low,medium,low,low
607,versicolor,medium,loamy,high,low,high,medium,low,medium,high,low,medium,medium,medium
608,versicolor,medium,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
609,versicolor,low,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
610,versicolor,high,loamy,low,medium,medium,medium,low,medium,low,low,medium,medium,medium
611,versicolor,low,loamy,high,medium,medium,medium,medium,medium,medium,low,medium,medium,high
612,versicolor,high,clay,low,low,medium,medium,low,medium,medium,low,low,medium,low
613,versicolor,high,sandy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,high
614,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
615,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,high
616,versicolor,medium,loamy,low,low,medium,medium,low,medium,medium,low,medium,medium,low
617,versicolor,medium,loamy,high,high,medium,medium,high,medium,medium,low,medium,medium,low
618,versicolor,high,clay,medium,medium,medium,medium,high,medium,low,low,low,medium,high
619,versicolor,low,sandy,low,low,medium,medium,low,medium,medium,low,medium,low,low
620,versicolor,medium,clay,high,low,medium,high,medium,medium,medium,low,medium,medium,low
621,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
622,versicolor,medium,sandy,medium,low,medium,low,low,medium,high,medium,medium,low,medium
623,versicolor,low,clay,medium,medium,medium,high,medium,medium,low,low,medium,medium,high
624,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium
625,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
626,versicolor,high,loamy,high,medium,medium,medium,high,medium,medium,low,medium,medium,medium
627,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
628,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
629,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,medium,low,medium
630,versicolor,low,clay,medium,medium,medium,high,medium,high,medium,low,medium,medium,low
631,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
632,versicolor,high,loamy,medium,low,medium,medium,low,medium,medium,low,low,medium,high
633,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
634,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
635,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
636,versicolor,low,clay,low,medium,high,medium,low,high,medium,low,medium,medium,low
637,versicolor,medium,clay,low,low,medium,high,low,medium,medium,low,medium,medium,medium
638,versicolor,low,clay,medium,medium,high,medium,medium,medium,low,low,low,medium,medium
639,versicolor,low,clay,medium,high,medium,medium,high,medium,medium,low,medium,medium,medium
640,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
641,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,low,low,medium
642,versicolor,high,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,low
643,versicolor,medium,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
644,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
645,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
646,versicolor,medium,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,high
647,versicolor,low,sandy,high,low,medium,medium,low,medium,high,low,medium,medium,medium
648,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,low,medium,low
649,versicolor,high,loamy,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
650,versicolor,medium,loamy,low,low,medium,medium,low,medium,medium,low,medium,medium,low
651,versicolor,low,loamy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
652,versicolor,high,clay,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
653,versicolor,medium,clay,high,medium,medium,medium,high,medium,medium,low,low,medium,high
654,versicolor,low,clay,high,high,medium,medium,high,medium,medium,low,medium,low,medium
655,versicolor,medium,sandy,medium,low,medium,medium,low,medium,medium,low,medium,high,medium
656,versicolor,high,loamy,high,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
657,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,low,medium
658,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,low,medium
659,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
660,versicolor,low,loamy,medium,low,high,medium,low,medium,medium,low,medium,medium,medium
661,versicolor,low,clay,medium,low,medium,medium,low,medium,medium,low,medium,medium,high
662,versicolor,medium,loamy,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium
663,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,low,low,low,medium,medium
664,versicolor,medium,sandy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
665,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,high,medium
666,versicolor,high,sandy,medium,low,medium,low,low,medium,high,medium,medium,medium,low
667,versicolor,low,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
668,versicolor,high,clay,low,low,medium,medium,low,medium,medium,low,medium,medium,high
669,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
670,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
671,versicolor,medium,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
672,versicolor,low,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
673,versicolor,low,clay,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium
674,versicolor,low,sandy,high,low,high,medium,medium,medium,medium,medium,medium,medium,low
675,versicolor,medium,clay,high,medium,medium,medium,high,medium,medium,low,low,medium,medium
676,versicolor,high,sandy,medium,low,medium,medium,low,medium,medium,low,low,high,medium
677,versicolor,medium,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
678,versicolor,high,loamy,medium,low,medium,medium,low,medium,high,low,medium,high,medium
679,versicolor,low,loamy,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
680,versicolor,low,clay,medium,high,high,medium,high,medium,low,low,medium,medium,medium
681,versicolor,low,loamy,high,medium,high,medium,high,medium,medium,low,medium,medium,medium
682,versicolor,low,loamy,high,medium,medium,medium,high,medium,medium,low,medium,medium,medium
683,versicolor,low,loamy,high,low,medium,medium,medium,medium,high,low,medium,medium,medium
684,versicolor,high,sandy,high,low,medium,medium,medium,medium,high,low,medium,high,low
685,versicolor,high,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
686,versicolor,high,clay,medium,low,medium,medium,low,medium,medium,low,medium,low,medium
687,versicolor,low,sandy,high,low,medium,medium,medium,medium,high,low,medium,medium,medium
688,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,high
689,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium
690,versicolor,low,sandy,high,low,medium,medium,low,medium,high,medium,low,medium,medium
691,versicolor,high,clay,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
692,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,high
693,versicolor,low,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
694,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low
695,versicolor,low,loamy,medium,low,medium,medium,low,medium,medium,low,medium,high,medium
696,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,high
697,versicolor,medium,clay,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium
698,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
699,versicolor,low,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
700,versicolor,medium,loamy,high,low,medium,high,medium,medium,high,low,medium,medium,medium
701,versicolor,medium,sandy,medium,low,medium,low,low,medium,high,medium,medium,medium,medium
702,versicolor,medium,clay,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium
703,versicolor,low,sandy,high,low,high,medium,medium,medium,high,low,medium,high,medium
704,versicolor,high,clay,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
705,versicolor,high,clay,medium,low,medium,high,low,medium,medium,low,medium,medium,medium
706,versicolor,high,sandy,medium,low,medium,medium,low,medium,high,low,medium,medium,medium
707,versicolor,high,sandy,low,low,medium,medium,low,medium,medium,low,medium,medium,medium
708,versicolor,high,clay,medium,medium,medium,medium,medium,medium,medium,low,medium,high,medium
709,versicolor,medium,clay,high,medium,medium,medium,high,medium,medium,low,low,medium,medium
710,versicolor,high,clay,high,low,medium,medium,medium,medium,high,low,medium,medium,medium
711,versicolor,low,clay,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
712,versicolor,medium,loamy,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
