date,IDLieu,IDProduit,nbVentes,coût,bénéfice_pc,coût_pc,bénéfice
2020-07-02,KN-16450_75220,OFF-AP-10002684,2,170.21,-2.5001028172,3.5001028172,-121.58
2020-11-15,AR-10540_2169 ,OFF-PA-10002586,3,7.92,0.4698795181,0.5301204819,7.02
2020-11-01,SC-20095_84084,FUR-FU-10004090,3,44.68,0.3300344879,0.6699655121,22.01
2020-11-01,SC-20095_84084,OFF-BI-10001510,5,63.03,0.3125,0.6875,28.65
2020-11-01,SC-20095_84084,OFF-FA-10002701,3,4.84,0.0396825397,0.9603174603,0.2
2020-11-01,SC-20095_84084,OFF-PA-10001125,3,51.12,0.4499677211,0.5500322789,41.82
2020-10-23,CH-12070_48227,TEC-PH-10001809,2,224.93,0.2499833278,0.7500166722,74.97
2020-08-17,MS-17710_43402,OFF-LA-10003190,3,4.4,0.3632416787,0.6367583213,2.51
2020-08-17,MS-17710_43402,OFF-ST-10003208,3,386.51,0.1124913892,0.8875086108,48.99
2020-08-17,MS-17710_43402,TEC-PH-10000923,3,22.93,0.1501111935,0.8498888065,4.05
2020-07-16,MS-17830_14609,OFF-BI-10003460,3,6.83,0.3501427212,0.6498572788,3.68
2020-11-13,LC-16885_94601,FUR-CH-10000595,3,536.4,0.0625,0.9375,35.76
2020-11-13,LC-16885_94601,TEC-PH-10004774,7,88.2,-0.2125378059,1.2125378059,-15.46
2020-10-02,BM-11650_48104,OFF-AP-10003971,3,24.17,0.1778911565,0.8221088435,5.23
2020-10-02,BM-11650_48104,OFF-EN-10003286,7,30.72,0.4699792961,0.5300207039,27.24
2020-10-02,BM-11650_48104,TEC-AC-10002049,5,508.36,0.179998387,0.820001613,111.59
2020-10-02,BM-11650_48104,TEC-PH-10003875,3,20.7,0.2901234568,0.7098765432,8.46
2020-06-27,AD-10180_10035,OFF-AR-10004817,3,10.99,0.2900516796,0.7099483204,4.49
2020-04-20,GT-14710_20016,FUR-CH-10000309,3,950.65,0.2499980277,0.7500019723,316.88
2020-04-20,GT-14710_20016,OFF-AR-10001166,3,13.87,0.3900615655,0.6099384345,8.87
2020-04-20,GT-14710_20016,TEC-MA-10004212,8,731.36,0.4699982608,0.5300017392,648.56
2020-10-02,FM-14380_48227,FUR-CH-10000513,3,354.87,0.0900069236,0.9099930764,35.1
2020-10-02,FM-14380_48227,OFF-AP-10002191,5,215.93,0.1999925901,0.8000074099,53.98
2020-03-30,TT-21220_77041,OFF-AR-10004078,9,36.79,0.1250891795,0.8749108205,5.26
2020-03-30,TT-21220_77041,OFF-BI-10004209,6,26.53,-1.7492227979,2.7492227979,-16.88
2020-03-30,TT-21220_77041,OFF-BI-10004965,3,18.98,-1.7507246377,2.7507246377,-12.08
2020-03-30,TT-21220_77041,OFF-PA-10001526,2,5.08,0.3626097867,0.6373902133,2.89
2020-03-30,TT-21220_77041,TEC-AC-10002550,2,21.03,0.1749705767,0.8250294233,4.46
2020-12-17,DB-13120_14609,OFF-LA-10002271,7,11.21,0.4800556586,0.5199443414,10.35
2020-12-17,DB-13120_14609,OFF-PA-10000176,7,69.05,0.4800060246,0.5199939754,63.74
2020-12-17,DB-13120_14609,OFF-PA-10002365,2,6.74,0.4799382716,0.5200617284,6.22
2020-09-19,RW-19540_85204,OFF-AP-10004980,2,46.26,0.2375144223,0.7624855777,14.41
2020-09-19,RW-19540_85204,OFF-BI-10000778,2,120.98,-0.6666207467,1.6666207467,-48.39
2020-09-19,RW-19540_85204,OFF-BI-10003984,9,136.09,-0.7667142672,1.7667142672,-59.06
2020-09-19,RW-19540_85204,OFF-PA-10000501,4,55.0,0.3624666744,0.6375333256,31.27
2020-09-19,RW-19540_85204,OFF-ST-10000798,6,121.4,-0.0125104254,1.0125104254,-1.5
2020-09-19,RW-19540_85204,OFF-ST-10002743,4,450.02,-0.2375085934,1.2375085934,-86.37
2020-09-19,RW-19540_85204,TEC-PH-10001750,5,240.86,0.0875132596,0.9124867404,23.1
2020-07-24,RH-19495_10024,FUR-TA-10002903,7,1381.66,-0.2666715561,1.2666715561,-290.88
2020-07-24,RH-19495_10024,OFF-PA-10004621,3,10.11,0.4799382716,0.5200617284,9.33
2020-07-24,RH-19495_10024,TEC-AC-10003033,7,1547.47,0.3299980517,0.6700019483,762.18
2020-05-24,SP-20650_95123,OFF-PA-10001950,7,32.11,0.4499828708,0.5500171292,26.27
2020-05-24,SP-20650_95123,OFF-PA-10002254,4,56.98,0.4600075815,0.5399924185,48.54
2020-05-24,SP-20650_95123,OFF-ST-10001590,6,59.85,0.2600148368,0.7399851632,21.03
2020-12-19,DF-13135_10009,OFF-PA-10003302,6,112.7,0.4699962378,0.5300037622,99.94
2020-06-15,MG-17875_60505,FUR-TA-10002645,7,1322.06,-0.6600035157,1.6600035157,-525.64
2020-12-07,KD-16495_39212,FUR-FU-10003829,2,4.19,0.3198051948,0.6801948052,1.97
2020-12-07,KD-16495_39212,OFF-AR-10003582,2,40.54,0.279928952,0.720071048,15.76
2020-09-26,MZ-17515_19601,OFF-ST-10002562,2,13.51,0.0999333777,0.9000666223,1.5
2020-02-27,AH-10195_18018,FUR-CH-10002647,2,106.47,-0.0714501359,1.0714501359,-7.1
2020-02-27,AH-10195_18018,FUR-FU-10003247,2,39.02,-0.1623473339,1.1623473339,-5.45
2020-11-20,SN-20710_90049,OFF-PA-10000482,3,60.32,0.4700404147,0.5299595853,53.5
2020-11-20,SN-20710_90049,TEC-AC-10000158,3,85.3,0.2099657312,0.7900342688,22.67
2020-06-19,LA-16780_48180,TEC-AC-10004708,2,33.1,0.2100238663,0.7899761337,8.8
2020-10-26,KC-16540_98115,TEC-AC-10001552,9,398.66,0.1099948653,0.8900051347,49.27
2020-12-06,MC-17575_90036,OFF-LA-10001771,2,5.38,0.4598393574,0.5401606426,4.58
2020-04-04,PR-18880_33614,FUR-FU-10000087,3,40.22,0.2624243536,0.7375756464,14.31
2020-04-04,PR-18880_33614,FUR-FU-10001290,2,57.26,0.1499406176,0.8500593824,10.1
2020-09-25,NP-18685_27893,OFF-BI-10001757,5,12.79,-0.7330623306,1.7330623306,-5.41
2020-10-01,BT-11680_77036,OFF-AR-10000657,2,2.88,0.1627906977,0.8372093023,0.56
2020-09-04,SN-20560_7501 ,FUR-FU-10002107,4,5.0,0.4394618834,0.5605381166,3.92
2020-09-04,SN-20560_7501 ,OFF-AP-10003860,4,81.06,0.2699927954,0.7300072046,29.98
2020-09-04,SN-20560_7501 ,OFF-BI-10004593,4,113.18,0.460019084,0.539980916,96.42
2020-09-04,SN-20560_7501 ,OFF-LA-10000414,3,16.15,0.4798711755,0.5201288245,14.9
2020-09-04,SN-20560_7501 ,OFF-PA-10000556,6,20.22,0.4799382716,0.5200617284,18.66
2020-09-20,JK-15205_22204,OFF-PA-10001125,5,85.2,0.4499677211,0.5500322789,69.7
2020-09-20,JK-15205_22204,TEC-PH-10002496,12,1310.32,0.2999978631,0.7000021369,561.56
2020-09-26,BS-11755_90032,FUR-BO-10004409,2,102.22,0.1528963288,0.8471036712,18.45
2020-09-04,GB-14530_80013,FUR-FU-10000073,4,20.64,0.1623376623,0.8376623377,4.0
2020-12-07,AJ-10945_90045,TEC-AC-10003063,2,39.5,0.21,0.79,10.5
2020-08-20,RA-19945_92563,OFF-ST-10000046,3,392.57,0.1899927783,0.8100072217,92.08
2020-11-02,JO-15550_95661,OFF-FA-10000490,2,1.31,0.4717741935,0.5282258065,1.17
2020-07-05,RL-19615_60610,FUR-CH-10004477,9,389.09,-0.0142853419,1.0142853419,-5.48
2020-07-05,RL-19615_60610,FUR-FU-10001861,1,9.89,-0.2744845361,1.2744845361,-2.13
2020-07-05,RL-19615_60610,OFF-AR-10003190,3,6.22,0.0998552822,0.9001447178,0.69
2020-07-05,RL-19615_60610,OFF-BI-10003314,2,4.92,-1.5492227979,2.5492227979,-2.99
2020-07-05,RL-19615_60610,TEC-PH-10000526,7,483.79,0.0999925587,0.9000074413,53.75
2020-07-05,RL-19615_60610,TEC-PH-10003505,2,131.78,0.1124730603,0.8875269397,16.7
2020-07-05,RL-19615_60610,TEC-PH-10003963,4,609.73,0.0750034134,0.9249965866,49.44
2020-10-31,DO-13645_77036,OFF-PA-10001357,2,49.82,0.3499478079,0.6500521921,26.82
2020-09-14,SV-20815_77041,FUR-FU-10001706,4,6.41,-0.3002028398,1.3002028398,-1.48
2020-09-14,SV-20815_77041,TEC-AC-10004353,3,119.07,0.2125,0.7875,32.13
2020-09-14,SV-20815_77041,TEC-PH-10002922,7,828.05,0.1249973582,0.8750026418,118.29
2020-11-10,BS-11665_92105,FUR-CH-10001708,2,222.75,0.0125016625,0.9874983375,2.82
2020-11-10,BS-11665_92105,FUR-FU-10001591,3,21.23,0.4199453552,0.5800546448,15.37
2020-11-10,BS-11665_92105,FUR-FU-10002813,4,51.81,0.3600543478,0.6399456522,29.15
2020-11-10,BS-11665_92105,OFF-PA-10001639,5,16.85,0.4799382716,0.5200617284,15.55
2020-11-10,BS-11665_92105,OFF-ST-10000129,7,722.81,0.0699939527,0.9300060473,54.4
2020-11-10,BS-11665_92105,OFF-ST-10001418,5,298.8,0.0200065595,0.9799934405,6.1
2020-11-10,BS-11665_92105,TEC-PH-10003174,4,363.97,0.1250090151,0.8749909849,52.0
2020-10-25,JH-16180_10035,FUR-CH-10000422,4,305.72,0.0666748077,0.9333251923,21.84
2020-09-13,TP-21130_60540,OFF-BI-10000138,3,7.3,-1.5978647687,2.5978647687,-4.49
2020-12-14,ER-13855_80906,OFF-AP-10003971,7,56.41,0.0749426041,0.9250573959,4.57
2020-06-18,CH-12070_19143,OFF-PA-10003309,6,20.21,0.3501607717,0.6498392283,10.89
2020-06-18,CH-12070_19143,OFF-ST-10002554,2,95.87,-0.2250191669,1.2250191669,-17.61
2020-09-19,GM-14500_11572,OFF-BI-10000088,9,50.4,0.3625094865,0.6374905135,28.66
2020-09-19,GM-14500_11572,OFF-FA-10004854,3,18.25,0.4700929152,0.5299070848,16.19
2020-09-19,GM-14500_11572,TEC-MA-10002859,7,333.86,0.4700046037,0.5299953963,296.07
2020-01-28,PW-19030_13440,FUR-CH-10004218,1,75.73,0.1667033451,0.8332966549,15.15
2020-06-06,JJ-15445_90004,OFF-BI-10003707,3,22.89,0.3749317313,0.6250682687,13.73
2020-12-12,JK-15370_19143,OFF-AP-10000828,3,390.91,0.1000115115,0.8999884885,43.44
2020-12-12,JK-15370_19143,OFF-AP-10002906,2,3.11,0.123943662,0.876056338,0.44
2020-12-12,JK-15370_19143,OFF-AP-10003860,4,81.06,0.0874704492,0.9125295508,7.77
2020-12-05,JD-15895_89115,OFF-PA-10002036,5,16.52,0.4901234568,0.5098765432,15.88
2020-12-05,JD-15895_89115,OFF-PA-10002377,2,48.94,0.5,0.5,48.94
2020-12-03,MT-17815_94110,OFF-LA-10001613,2,2.94,0.4895833333,0.5104166667,2.82
2020-11-02,AS-10090_65807,FUR-TA-10002855,7,809.26,0.2100001952,0.7899998048,215.12
2020-11-02,AS-10090_65807,OFF-BI-10002393,3,9.3,0.4599303136,0.5400696864,7.92
2020-11-02,AS-10090_65807,OFF-EN-10000781,3,13.9,0.469870328,0.530129672,12.32
2020-11-02,AS-10090_65807,OFF-PA-10002160,3,8.84,0.4901960784,0.5098039216,8.5
2020-08-01,RD-19585_13501,TEC-AC-10000736,1,51.19,0.3600450056,0.6399549944,28.8
2020-09-14,DH-13675_2169 ,FUR-FU-10004006,2,70.8,0.1699882767,0.8300117233,14.5
2020-03-13,JK-15730_75007,OFF-BI-10001308,2,6.91,-1.7529880478,2.7529880478,-4.4
2020-03-13,JK-15730_75007,OFF-FA-10003485,9,12.73,0.3250265111,0.6749734889,6.13
2020-07-19,CK-12760_85301,FUR-CH-10003199,3,253.03,0.0500093861,0.9499906139,13.32
2020-10-11,JC-15775_98115,FUR-FU-10002505,3,6.87,0.3204747774,0.6795252226,3.24
2020-10-11,JC-15775_98115,OFF-PA-10001184,3,9.15,0.4899665552,0.5100334448,8.79
2020-10-11,JC-15775_98115,TEC-PH-10004094,2,233.98,0.0625050084,0.9374949916,15.6
2020-08-02,MF-18250_10035,FUR-FU-10000320,3,5.61,0.4401197605,0.5598802395,4.41
2020-08-02,MF-18250_10035,OFF-PA-10001815,3,74.94,0.4800166528,0.5199833472,69.18
2020-09-07,CM-12385_29406,OFF-ST-10001809,3,264.1,0.0200007421,0.9799992579,5.39
2020-03-05,EB-13750_33317,FUR-FU-10001731,3,4.97,0.224648986,0.775351014,1.44
2020-03-05,EB-13750_33317,FUR-FU-10003194,4,27.02,0.125,0.875,3.86
2020-03-05,EB-13750_33317,OFF-EN-10004030,3,5.76,0.33716916,0.66283084,2.93
2020-03-24,EB-13705_77095,FUR-FU-10001085,3,30.21,-0.3498659517,1.3498659517,-7.83
2020-03-24,EB-13705_77095,OFF-PA-10000357,3,62.72,0.3624720472,0.6375279528,35.66
2020-06-26,BD-11725_40475,FUR-CH-10003956,1,66.01,0.0700197239,0.9299802761,4.97
2020-06-26,BD-11725_40475,OFF-LA-10003930,3,150.41,0.4900145797,0.5099854203,144.52
2020-06-15,KL-16645_84041,OFF-FA-10000490,4,2.63,0.4697580645,0.5302419355,2.33
2020-09-25,RP-19390_80229,OFF-SU-10004290,2,9.98,0.0877513711,0.9122486289,0.96
2020-01-06,CS-12490_43615,OFF-AR-10001374,2,8.81,0.1504339441,0.8495660559,1.56
2020-01-06,CS-12490_43615,TEC-AC-10000487,2,8.17,0.2129094412,0.7870905588,2.21
2020-01-06,CS-12490_43615,TEC-PH-10000912,4,23.74,0.100075815,0.899924185,2.64
2020-01-06,CS-12490_43615,TEC-PH-10002262,3,128.54,-0.1999626587,1.1999626587,-21.42
2020-01-06,CS-12490_43615,TEC-PH-10004977,2,278.31,-0.1833411284,1.1833411284,-43.12
2020-06-22,SC-20725_17602,FUR-FU-10001473,1,18.34,0.0875621891,0.9124378109,1.76
2020-01-18,CR-12820_33407,OFF-AR-10004757,5,10.99,0.162347561,0.837652439,2.13
2020-09-05,CC-12670_98103,TEC-AC-10004209,2,13.41,0.389899909,0.610100091,8.57
2020-12-05,EM-13960_21215,OFF-AR-10001662,3,6.0,0.2700729927,0.7299270073,2.22
2020-10-02,DK-13090_22153,OFF-ST-10001321,2,22.51,0.2701037613,0.7298962387,8.33
2020-11-22,AW-10840_75002,OFF-BI-10000088,4,22.4,-1.5512528474,2.5512528474,-13.62
2020-11-22,AW-10840_75002,TEC-AC-10003038,3,21.75,-0.0125698324,1.0125698324,-0.27
2020-05-03,DP-13390_60505,OFF-AP-10002439,5,262.59,-2.7000140905,3.7000140905,-191.62
2020-05-03,DP-13390_60505,OFF-AR-10004602,2,33.1,0.1000543774,0.8999456226,3.68
2020-08-01,DB-13405_1841 ,OFF-AP-10004336,2,80.88,0.2900280899,0.7099719101,33.04
2020-08-01,DB-13405_1841 ,OFF-AR-10004587,2,27.76,0.3000504286,0.6999495714,11.9
2020-08-01,DB-13405_1841 ,OFF-BI-10001718,7,237.37,0.4699906221,0.5300093779,210.49
2020-07-01,DM-13015_77070,OFF-PA-10004248,5,14.52,0.3125,0.6875,6.6
2020-10-08,PA-19060_60462,TEC-AC-10000844,5,271.97,0.199994117,0.800005883,67.99
2020-11-08,VP-21760_43615,OFF-BI-10002133,13,283.76,-0.6999760364,1.6999760364,-116.84
2020-12-01,YS-21880_90036,OFF-ST-10004186,2,217.52,0.0200036043,0.9799963957,4.44
2020-12-01,YS-21880_90036,TEC-AC-10000865,4,195.88,0.17,0.83,40.12
2020-09-21,RP-19855_90032,OFF-AP-10002495,3,130.31,0.2999731399,0.7000268601,55.84
2020-09-21,RP-19855_90032,OFF-BI-10004001,6,55.21,0.3249786037,0.6750213963,26.58
2020-09-21,RP-19855_90032,OFF-SU-10004884,3,33.5,0.2901038356,0.7098961644,13.69
2020-09-21,RP-19855_90032,TEC-PH-10003555,2,45.06,-0.2251223491,1.2251223491,-8.28
2020-04-27,LA-16780_60477,FUR-FU-10001940,7,31.21,-0.4001794527,1.4001794527,-8.92
2020-02-15,JE-15715_88001,OFF-PA-10000249,4,26.03,0.4700732899,0.5299267101,23.09
2020-08-15,RB-19705_10009,OFF-AR-10000390,4,8.92,0.4600484262,0.5399515738,7.6
2020-06-08,PF-19120_85234,FUR-FU-10002396,4,29.19,0.2749627422,0.7250372578,11.07
2020-06-08,PF-19120_85234,FUR-FU-10004904,6,401.17,-0.1,1.1,-36.47
2020-06-08,PF-19120_85234,OFF-PA-10002245,2,6.58,0.3124346917,0.6875653083,2.99
2020-06-08,PF-19120_85234,OFF-ST-10004804,2,101.93,-0.2374650965,1.2374650965,-19.56
2020-09-25,HM-14980_90008,OFF-BI-10001757,3,7.68,0.349703641,0.650296359,4.13
2020-09-25,HM-14980_90008,OFF-BI-10004828,4,34.15,0.3625163338,0.6374836662,19.42
2020-09-25,HM-14980_90008,TEC-PH-10000369,5,453.56,0.1000079371,0.8999920629,50.4
2020-08-03,JK-16120_55122,OFF-AR-10001915,3,17.28,0.419939577,0.580060423,12.51
2020-08-03,JK-16120_55122,OFF-LA-10002043,4,21.53,0.4799516908,0.5200483092,19.87
2020-08-03,JK-16120_55122,OFF-LA-10002787,1,1.95,0.48,0.52,1.8
2020-12-20,AH-10030_94122,OFF-ST-10000046,2,261.71,0.190003095,0.809996905,61.39
2020-12-20,AH-10030_94122,TEC-PH-10003505,9,592.99,0.1125029933,0.8874970067,75.17
2020-11-06,PO-18850_77041,FUR-BO-10001811,3,632.06,-0.0294136808,1.0294136808,-18.06
2020-08-27,DB-13120_94122,OFF-ST-10001325,3,22.95,0.2700381679,0.7299618321,8.49
2020-08-27,DB-13120_94122,TEC-AC-10003038,2,14.5,0.1899441341,0.8100558659,3.4
2020-08-27,DB-13120_94122,TEC-AC-10003590,5,82.85,0.35998455,0.64001545,46.6
2020-03-16,SG-20470_29501,OFF-FA-10003112,4,17.36,0.4499366286,0.5500633714,14.2
2020-03-16,SG-20470_29501,OFF-ST-10002486,4,27.36,0.0200573066,0.9799426934,0.56
2020-12-07,PP-18955_90036,FUR-FU-10002963,3,10.06,0.3398950131,0.6601049869,5.18
2020-04-18,ZC-21910_60505,FUR-CH-10003535,3,151.84,-0.1856942058,1.1856942058,-23.78
2020-04-18,ZC-21910_60505,OFF-ST-10002574,2,276.28,-0.2500226224,1.2500226224,-55.26
2020-08-14,DS-13180_94122,FUR-BO-10003893,6,551.91,0.0588165075,0.9411834925,34.49
2020-08-14,DS-13180_94122,OFF-ST-10000736,1,77.74,0.040009879,0.959990121,3.24
2020-03-31,FM-14290_19140,OFF-AR-10001954,3,10.71,0.0877342419,0.9122657581,1.03
2020-06-28,VP-21730_48310,OFF-BI-10003655,5,10.07,0.47,0.53,8.93
2020-11-27,MS-17365_10035,FUR-CH-10003535,7,354.29,0.077778067,0.922221933,29.88
2020-11-27,MS-17365_10035,OFF-EN-10004147,3,9.15,0.4899665552,0.5100334448,8.79
2020-11-27,MS-17365_10035,TEC-PH-10004586,5,1259.83,0.2999972218,0.7000027782,539.92
2020-11-30,JF-15490_98105,OFF-FA-10003467,2,3.96,0.0,1.0,0.0
2020-11-30,JF-15490_98105,OFF-LA-10000634,1,1.41,0.4597701149,0.5402298851,1.2
2020-08-29,AG-10900_92105,FUR-BO-10000330,4,416.17,-0.011766708,1.011766708,-4.84
2020-08-29,AG-10900_92105,FUR-BO-10003159,3,313.9,-0.0706002729,1.0706002729,-20.7
2020-08-29,AG-10900_92105,OFF-BI-10001900,6,19.05,0.3373913043,0.6626086957,9.7
2020-04-21,RA-19915_77095,OFF-AP-10000696,3,28.98,-2.3502890173,3.3502890173,-20.33
2020-04-21,RA-19915_77095,OFF-BI-10000309,4,31.05,-1.5492610837,2.5492610837,-18.87
2020-04-21,RA-19915_77095,OFF-ST-10003327,3,21.15,0.1124632816,0.8875367184,2.68
2020-10-18,DG-13300_80219,FUR-CH-10000422,8,611.46,-0.0500051516,1.0500051516,-29.12
2020-12-22,RF-19840_10035,OFF-SU-10003936,2,6.3,0.0094339623,0.9905660377,0.06
2020-05-05,AZ-10750_10024,OFF-ST-10004258,3,26.74,0.26999727,0.73000273,9.89
2020-09-19,TB-21520_97206,OFF-PA-10000474,5,93.92,0.3374717833,0.6625282167,47.84
2020-09-19,TB-21520_97206,OFF-PA-10004100,6,20.21,0.3501607717,0.6498392283,10.89
2020-09-19,TB-21520_97206,TEC-AC-10001956,5,191.84,0.2,0.8,47.96
2020-10-26,JO-15280_90004,FUR-TA-10002903,5,986.9,0.0499980748,0.9500019252,51.94
2020-11-20,MA-17560_2149 ,FUR-BO-10002916,1,138.49,0.1900222248,0.8099777752,32.49
2020-11-20,MA-17560_2149 ,FUR-FU-10002506,3,34.29,0.1200923788,0.8799076212,4.68
2020-11-20,MA-17560_2149 ,FUR-TA-10004619,4,446.07,0.0,1.0,0.0
2020-11-20,MA-17560_2149 ,OFF-PA-10000743,6,20.84,0.4800399202,0.5199600798,19.24
2020-11-20,MA-17560_2149 ,OFF-PA-10001019,3,31.77,0.46996997,0.53003003,28.17
2020-11-20,MA-17560_2149 ,OFF-PA-10003823,5,85.2,0.4499677211,0.5500322789,69.7
2020-11-20,MA-17560_2149 ,TEC-AC-10003095,2,171.59,0.3399876914,0.6600123086,88.39
2020-10-25,QJ-19255_10009,TEC-PH-10000347,1,3.61,0.2707070707,0.7292929293,1.34
2020-10-29,KL-16645_98105,OFF-BI-10002794,3,62.7,0.3624809354,0.6375190646,35.65
2020-10-12,TB-21520_3301 ,OFF-PA-10003591,3,17.22,0.5,0.5,17.22
2020-08-02,NP-18325_10024,FUR-FU-10001706,2,3.2,0.4805194805,0.5194805195,2.96
2020-08-02,NP-18325_10024,FUR-FU-10002157,3,28.69,0.3900935374,0.6099064626,18.35
2020-08-02,NP-18325_10024,FUR-TA-10002607,9,535.93,-0.399989551,1.399989551,-153.12
2020-08-02,NP-18325_10024,OFF-BI-10000545,2,760.98,0.3750010266,0.6249989734,456.59
2020-08-02,NP-18325_10024,OFF-FA-10000992,3,5.64,0.4704225352,0.5295774648,5.01
2020-08-02,NP-18325_10024,OFF-PA-10001357,3,74.72,0.4800278358,0.5199721642,68.98
2020-08-02,NP-18325_10024,OFF-ST-10000642,2,39.02,0.0700667302,0.9299332698,2.94
2020-08-02,NP-18325_10024,TEC-AC-10002600,4,213.11,0.139991929,0.860008071,34.69
2020-08-02,NP-18325_10024,TEC-PH-10000984,5,705.56,0.2800040818,0.7199959182,274.39
2020-08-02,NP-18325_10024,TEC-PH-10003012,2,218.67,0.2899863628,0.7100136372,89.31
2020-10-01,GH-14485_75081,FUR-FU-10003708,3,143.74,-0.97499313,1.97499313,-70.96
2020-10-29,GB-14530_28110,FUR-CH-10001270,3,181.13,0.1249758454,0.8750241546,25.87
2020-10-24,MZ-17515_92374,OFF-EN-10001509,7,7.57,0.4698879552,0.5301120448,6.71
2020-03-21,AB-10165_90036,OFF-PA-10000743,5,17.37,0.4799401198,0.5200598802,16.03
2020-03-21,AB-10165_90036,TEC-AC-10002253,1,141.3,0.1500240616,0.8499759384,24.94
2020-09-07,SP-20620_90045,FUR-TA-10002607,3,178.65,-0.0500176325,1.0500176325,-8.51
2020-05-21,KB-16315_11520,OFF-AR-10000411,3,33.47,0.300083647,0.699916353,14.35
2020-05-21,KB-16315_11520,OFF-LA-10000262,5,7.05,0.4597701149,0.5402298851,6.0
2020-06-05,LE-16810_19711,OFF-ST-10001505,5,24.82,0.1698996656,0.8301003344,5.08
2020-05-05,JG-15160_77041,FUR-FU-10000175,4,37.9,-0.7250796541,1.7250796541,-15.93
2020-05-05,JG-15160_77041,OFF-PA-10001954,7,86.33,0.3250195465,0.6749804535,41.57
2020-05-05,JG-15160_77041,TEC-PH-10001336,6,549.5,0.1124929339,0.8875070661,69.65
2020-11-29,DK-13375_43302,FUR-CH-10004860,1,94.93,-0.3429056444,1.3429056444,-24.24
2020-11-29,DK-13375_43302,OFF-AR-10004078,8,32.71,0.1249331193,0.8750668807,4.67
2020-11-29,DK-13375_43302,TEC-PH-10001578,2,575.03,-0.1833353912,1.1833353912,-89.09
2020-08-15,DP-13105_10035,OFF-BI-10003694,6,33.82,0.3250848134,0.6749151866,16.29
2020-03-12,JO-15550_98105,TEC-PH-10004539,3,413.89,0.0875038582,0.9124961418,39.69
2020-03-01,FO-14305_60623,OFF-BI-10002706,3,23.14,-1.7001166861,2.7001166861,-14.57
2020-02-17,LC-16960_10024,OFF-AP-10000804,6,20.16,0.25,0.75,6.72
2020-02-17,LC-16960_10024,OFF-BI-10002982,2,7.09,0.3495412844,0.6504587156,3.81
2020-10-23,TT-21220_23464,OFF-AP-10000026,3,129.87,0.289978678,0.710021322,53.04
2020-02-16,PS-19045_48310,OFF-AR-10001615,4,58.73,0.2599546371,0.7400453629,20.63
2020-10-03,KN-16390_93101,FUR-CH-10001714,3,416.46,-0.1499972386,1.1499972386,-54.32
2020-10-03,KN-16390_93101,OFF-LA-10000414,3,16.15,0.4798711755,0.5201288245,14.9
2020-09-04,DM-13525_10035,FUR-FU-10000277,2,160.12,0.2399848111,0.7600151889,50.56
2020-09-04,DM-13525_10035,OFF-ST-10001932,4,664.5,0.1400062121,0.8599937879,108.18
2020-09-04,DM-13525_10035,OFF-ST-10003641,1,77.22,0.0200507614,0.9799492386,1.58
2020-09-04,DM-13525_10035,TEC-AC-10001998,1,13.19,0.340170085,0.659829915,6.8
2020-10-16,JF-15355_92105,FUR-CH-10001854,3,800.23,0.0500029679,0.9499970321,42.12
2020-10-16,JF-15355_92105,FUR-CH-10004495,1,213.69,0.1125093446,0.8874906554,27.09
2020-10-16,JF-15355_92105,FUR-CH-10004540,7,175.17,0.087513674,0.912486326,16.8
2020-10-16,JF-15355_92105,OFF-EN-10002600,4,6.14,0.4796610169,0.5203389831,5.66
2020-10-16,JF-15355_92105,OFF-PA-10004971,2,5.9,0.4896193772,0.5103806228,5.66
2020-10-16,JF-15355_92105,TEC-AC-10000710,9,84.54,0.4300161812,0.5699838188,63.78
2020-07-23,CC-12610_77041,OFF-ST-10000943,4,55.61,0.1000161838,0.8999838162,6.18
2020-10-24,KT-16480_14215,OFF-AR-10000369,2,2.06,0.2589928058,0.7410071942,0.72
2020-10-24,KT-16480_14215,OFF-EN-10003055,2,43.98,0.4499749875,0.5500250125,35.98
2020-07-02,BT-11680_20735,FUR-FU-10002918,2,161.94,0.1100241811,0.8899758189,20.02
2020-07-02,BT-11680_20735,OFF-AR-10002987,4,46.82,0.4100302419,0.5899697581,32.54
2020-07-02,BT-11680_20735,OFF-BI-10001634,6,22.28,0.4899267399,0.5100732601,21.4
2020-07-02,BT-11680_20735,OFF-BI-10002854,3,42.05,0.4999405399,0.5000594601,42.04
2020-07-02,BT-11680_20735,OFF-BI-10004001,9,82.81,0.4600286907,0.5399713093,70.55
2020-07-02,BT-11680_20735,OFF-FA-10002763,4,10.74,0.3202531646,0.6797468354,5.06
2020-07-02,BT-11680_20735,OFF-LA-10000476,3,6.69,0.4600484262,0.5399515738,5.7
2020-07-02,BT-11680_20735,OFF-ST-10003722,7,69.73,0.289990836,0.710009164,28.48
2020-07-02,BT-11680_20735,TEC-MA-10002428,3,255.73,0.4500075274,0.5499924726,209.24
2020-01-28,KH-16630_84062,OFF-BI-10002432,3,8.04,0.3377265239,0.6622734761,4.1
2020-09-12,RW-19540_90008,OFF-PA-10004530,2,11.71,0.4899825784,0.5100174216,11.25
2020-09-03,CC-12145_90004,OFF-SU-10004498,4,49.97,0.0300854037,0.9699145963,1.55
2020-05-18,MM-18280_76117,OFF-PA-10002160,7,20.64,0.3623725672,0.6376274328,11.73
2020-05-18,MM-18280_76117,OFF-SU-10002557,2,20.69,0.0751005811,0.9248994189,1.68
