Order ID,Product ID,Sales,Quantity,Profit
CA-2017-115994,FUR-FU-10003976,37.74,3,12.83
CA-2015-126697,TEC-PH-10002922,946.34,7,118.29
CA-2015-126697,TEC-AC-10004353,151.2,3,32.13
CA-2015-126697,FUR-FU-10001706,4.93,4,-1.48
CA-2015-124800,OFF-PA-10000501,86.27,4,31.27
CA-2015-124800,OFF-BI-10000778,72.59,2,-48.39
CA-2015-124800,OFF-AP-10004980,60.67,2,14.41
CA-2015-124800,OFF-BI-10003984,77.03,9,-59.06
CA-2015-124800,OFF-ST-10000798,119.9,6,-1.5
CA-2015-124800,TEC-PH-10001750,263.96,5,23.1
CA-2015-124800,OFF-ST-10002743,363.65,4,-86.37
US-2015-164448,OFF-BI-10002949,9.73,2,3.28
US-2015-164448,OFF-EN-10002600,14.75,5,7.08
US-2015-164448,OFF-BI-10003708,29.8,5,9.31
US-2015-164448,OFF-LA-10003510,427.42,14,196.61
CA-2017-122700,TEC-PH-10003092,220.75,8,-40.47
CA-2014-120768,OFF-BI-10001191,152.76,6,74.85
CA-2014-120768,OFF-SU-10004115,7.27,1,1.96
CA-2014-120768,FUR-CH-10000513,1819.86,14,163.79
US-2016-153129,OFF-PA-10003673,33.9,5,15.59
CA-2017-106852,OFF-PA-10001639,31.1,6,10.89
CA-2017-106852,OFF-AR-10003829,5.25,2,0.59
CA-2015-139731,TEC-AC-10004975,263.88,3,42.88
CA-2015-139731,FUR-CH-10002024,2453.43,5,-350.49
CA-2017-122735,OFF-BI-10004364,29.7,5,13.36
CA-2017-122735,OFF-PA-10001712,39.96,4,17.98
CA-2017-128160,OFF-BI-10001510,36.67,2,11.46
CA-2017-117695,OFF-PA-10002713,13.76,2,6.33
CA-2015-166135,OFF-ST-10002974,139.42,4,17.43
CA-2016-133725,TEC-PH-10004165,1979.93,9,148.49
CA-2017-102337,OFF-ST-10004804,164.74,4,-39.12
CA-2017-102337,FUR-CH-10004289,470.3,7,-87.34
CA-2017-102337,TEC-PH-10002564,47.98,2,6.0
US-2014-112564,OFF-BI-10004876,2.5,3,-1.75
CA-2015-145821,TEC-PH-10004348,88.75,3,11.09
US-2015-160150,OFF-BI-10004352,2.03,1,-1.35
CA-2016-133711,OFF-PA-10001685,70.98,7,34.78
CA-2016-133711,OFF-BI-10000666,91.68,3,45.84
CA-2016-133711,OFF-BI-10004352,33.75,5,16.88
CA-2016-133711,TEC-MA-10000010,3040.0,8,1459.2
CA-2017-148474,OFF-BI-10000977,91.2,3,41.95
CA-2017-148474,FUR-TA-10002530,452.94,3,67.94
CA-2015-111297,OFF-BI-10002412,52.2,9,23.49
CA-2016-123722,OFF-LA-10001569,15.94,4,5.18
CA-2014-155271,FUR-FU-10001473,27.46,2,9.89
CA-2015-119907,OFF-BI-10001765,55.42,2,19.4
US-2016-128902,FUR-TA-10001095,244.01,2,-31.37
CA-2016-152289,TEC-AC-10004571,159.98,2,44.0
CA-2016-152289,FUR-CH-10002126,1024.72,6,-29.28
US-2016-104794,OFF-FA-10001754,3.68,2,1.8
CA-2014-151708,FUR-FU-10001602,121.38,4,-3.03
CA-2014-151708,TEC-AC-10001767,95.98,3,-10.8
CA-2015-100769,TEC-AC-10002402,255.97,4,32.0
CA-2017-139199,FUR-CH-10000847,872.94,3,226.96
CA-2017-139199,OFF-BI-10003982,41.54,2,19.52
CA-2017-139199,OFF-PA-10001293,12.96,2,6.22
US-2015-161466,OFF-AR-10000634,6.85,2,0.6
CA-2017-164959,OFF-LA-10004272,8.67,3,4.07
US-2015-105676,FUR-FU-10004270,6.69,4,-4.01
CA-2016-113138,OFF-AR-10003770,17.28,6,5.01
CA-2016-113138,OFF-BI-10000320,17.71,3,6.42
US-2017-104955,OFF-LA-10003121,28.91,7,13.3
CA-2016-121958,OFF-SU-10000381,52.14,7,5.87
CA-2017-121468,TEC-PH-10000376,31.97,4,2.4
US-2016-108455,OFF-PA-10002262,25.92,4,12.44
US-2016-108455,OFF-PA-10002464,40.46,7,19.83
US-2016-108455,OFF-ST-10002214,33.87,3,8.81
CA-2017-101210,OFF-AR-10003560,9.73,2,1.7
CA-2017-101210,OFF-PA-10000130,3.42,1,1.07
US-2016-108098,TEC-AC-10000865,177.0,3,30.09
CA-2014-119032,OFF-FA-10003021,3.76,2,1.32
CA-2015-140410,TEC-PH-10003580,1212.85,7,106.12
CA-2015-140410,TEC-AC-10001109,89.97,3,37.79
CA-2015-140410,FUR-FU-10003347,42.6,3,16.61
CA-2014-136280,OFF-LA-10000452,5.04,2,1.76
CA-2017-151911,OFF-EN-10002986,62.96,4,28.33
CA-2017-166436,OFF-PA-10001838,5.88,1,2.88
CA-2017-166436,FUR-CH-10000785,977.29,6,173.74
CA-2017-139661,FUR-FU-10002885,9.64,2,3.66
CA-2014-123925,OFF-AR-10002952,40.05,3,11.21
CA-2017-152485,OFF-AR-10003759,10.19,7,3.18
CA-2017-152485,OFF-ST-10004950,16.78,1,-0.21
CA-2017-152485,OFF-AR-10001940,13.12,5,3.77
CA-2016-141586,OFF-BI-10003981,18.16,5,6.58
CA-2017-130386,OFF-PA-10002749,16.06,3,5.82
CA-2017-130386,OFF-PA-10003823,223.06,9,69.7
CA-2017-130386,OFF-ST-10003716,540.05,3,-47.25
CA-2016-100468,TEC-PH-10001300,33.52,2,3.35
CA-2016-100468,FUR-FU-10000010,9.94,2,3.08
CA-2015-153388,OFF-AR-10001868,6.72,4,3.36
CA-2015-153388,FUR-TA-10003715,1004.98,6,-175.87
CA-2017-154935,OFF-BI-10003708,17.88,3,5.59
CA-2016-134208,TEC-MA-10004458,396.0,4,190.08
CA-2017-108294,OFF-BI-10004965,34.5,3,15.52
CA-2017-103611,FUR-FU-10004270,8.36,2,3.01
CA-2017-100384,OFF-AR-10002135,385.6,8,111.82
CA-2017-100384,OFF-AR-10003514,35.82,9,11.82
CA-2017-112809,OFF-ST-10002276,200.06,3,12.5
CA-2017-112809,OFF-BI-10001098,21.38,5,-33.14
CA-2017-112809,OFF-BI-10001636,6.74,4,-11.46
US-2017-160759,FUR-CH-10002961,63.69,1,-9.1
CA-2017-148446,FUR-TA-10004256,1669.6,4,116.87
CA-2014-111059,OFF-BI-10004593,83.84,2,27.25
CA-2014-111059,OFF-BI-10002827,13.27,3,4.31
CA-2017-116204,OFF-BI-10001759,21.34,7,7.73
CA-2017-109946,OFF-AR-10001419,16.52,5,2.06
CA-2015-144806,FUR-FU-10002253,206.11,6,48.95
CA-2015-144806,OFF-PA-10002586,19.92,5,6.72
CA-2015-144806,OFF-PA-10003039,198.27,8,61.96
CA-2015-144806,OFF-ST-10004804,247.1,6,-58.69
CA-2015-144806,OFF-AR-10004042,86.3,6,9.71
CA-2016-122392,OFF-AR-10002221,4.16,2,0.36
CA-2016-122392,FUR-FU-10002456,11.65,2,3.35
CA-2015-148432,OFF-FA-10004968,26.18,7,0.52
CA-2015-148432,OFF-PA-10001274,7.3,2,3.43
CA-2015-103793,OFF-PA-10001125,74.35,3,23.23
CA-2017-159884,OFF-ST-10000344,10.74,1,0.81
CA-2017-159884,OFF-FA-10000585,8.38,3,2.72
CA-2016-139885,OFF-ST-10003324,212.88,6,0.0
CA-2017-124086,FUR-BO-10004015,203.98,2,16.8
CA-2016-112389,OFF-ST-10000419,40.74,3,0.41
CA-2016-112389,OFF-AP-10001626,11.67,3,3.03
CA-2017-121888,TEC-PH-10000439,39.99,1,11.6
CA-2017-121888,OFF-AR-10003478,16.28,2,6.51
CA-2017-121888,FUR-BO-10002545,782.94,3,203.56
CA-2017-121888,OFF-BI-10001765,242.48,7,116.39
CA-2014-166884,FUR-FU-10003981,8.32,5,2.29
CA-2014-166884,OFF-FA-10001561,10.46,6,1.7
CA-2014-107181,OFF-BI-10004230,82.9,3,29.01
CA-2014-107181,OFF-PA-10000350,34.24,4,16.09
CA-2014-150245,FUR-BO-10002613,1573.49,7,196.69
CA-2015-111395,OFF-PA-10000994,335.52,4,117.43
CA-2015-111395,OFF-BI-10002867,23.91,2,-40.65
CA-2015-111395,OFF-ST-10001291,27.06,2,2.37
CA-2014-134278,TEC-CO-10001046,559.99,1,175.0
US-2017-124926,OFF-AP-10004868,9.32,6,-24.71
CA-2016-159345,OFF-PA-10000806,111.96,2,54.86
CA-2014-130274,OFF-LA-10002195,21.56,7,10.35
CA-2017-158386,OFF-BI-10003719,124.75,5,57.38
CA-2015-111507,OFF-AR-10001315,5.28,3,1.53
CA-2017-120761,TEC-AC-10000171,91.96,4,39.54
CA-2016-109176,OFF-EN-10003134,9.34,1,3.5
CA-2016-109176,OFF-AR-10001955,79.36,5,9.92
CA-2015-112116,FUR-TA-10001039,171.96,2,44.71
CA-2016-126809,OFF-BI-10003712,35.35,9,12.82
CA-2014-105172,OFF-LA-10001641,18.9,6,9.07
CA-2017-107293,OFF-AR-10003732,2.78,1,0.72
US-2017-102890,FUR-TA-10000577,1044.63,5,-295.98
CA-2015-158554,OFF-PA-10004000,11.35,3,4.12
CA-2014-116239,OFF-ST-10001370,354.9,5,17.74
CA-2015-132101,TEC-PH-10004539,453.58,3,39.69
CA-2015-129112,TEC-AC-10003038,21.48,3,-0.27
CA-2015-129112,OFF-BI-10000088,8.78,4,-13.62
US-2017-152002,OFF-PA-10000357,122.97,3,60.26
CA-2017-165029,OFF-AR-10003504,12.84,3,3.72
US-2014-157385,FUR-CH-10000863,603.92,5,-67.94
US-2014-157385,OFF-EN-10003160,21.84,3,10.48
US-2014-157385,TEC-AC-10003280,29.99,1,6.3
US-2014-157385,FUR-CH-10000595,381.44,2,23.84
CA-2014-101602,TEC-PH-10000169,40.68,3,-9.15
CA-2014-101602,FUR-CH-10004675,763.28,5,-21.81
CA-2016-109057,OFF-ST-10002406,23.95,2,2.4
CA-2016-154403,OFF-PA-10001526,4.98,1,2.44
CA-2016-102456,OFF-AP-10004336,170.88,3,49.56
CA-2015-131338,TEC-PH-10003012,307.98,2,89.31
CA-2015-131338,FUR-TA-10002607,382.81,9,-153.12
CA-2015-131338,OFF-ST-10000642,41.96,2,2.94
CA-2015-131338,OFF-BI-10000545,1217.57,2,456.59
CA-2015-131338,FUR-FU-10002157,47.04,3,18.35
CA-2015-131338,FUR-FU-10001706,6.16,2,2.96
CA-2015-131338,TEC-PH-10000984,979.95,5,274.39
CA-2015-131338,OFF-PA-10001357,143.7,3,68.98
CA-2015-131338,OFF-FA-10000992,10.65,3,5.01
CA-2015-131338,TEC-AC-10002600,247.8,4,34.69
CA-2016-109911,OFF-AR-10001662,10.96,4,2.96
US-2016-132423,OFF-AR-10001221,33.49,7,5.86
US-2016-132423,OFF-FA-10002988,8.04,5,2.91
CA-2015-122826,TEC-PH-10004830,201.57,4,22.68
CA-2014-117317,OFF-PA-10004519,13.44,3,6.59
CA-2015-118423,FUR-BO-10000362,359.06,3,-35.91
CA-2017-149181,FUR-CH-10004540,47.99,2,-2.06
CA-2017-132234,FUR-FU-10001290,547.3,13,175.14
CA-2017-158876,OFF-PA-10000308,16.9,4,5.28
CA-2017-158876,OFF-SU-10001165,6.67,1,0.5
CA-2017-158876,OFF-AR-10003373,99.14,4,8.67
CA-2017-158876,FUR-FU-10001967,15.99,2,-13.99
CA-2016-164672,FUR-FU-10001488,211.96,2,42.39
US-2016-132857,OFF-AR-10003251,6.67,3,1.67
CA-2017-116645,OFF-AR-10001044,155.94,6,45.22
US-2016-115819,TEC-PH-10004700,39.96,5,12.99
US-2016-115819,OFF-AR-10000823,5.46,3,1.53
US-2016-115819,OFF-AR-10004456,73.2,5,21.23
US-2016-115819,OFF-BI-10000050,5.84,1,1.97
US-2016-115819,OFF-PA-10002377,22.72,4,10.22
US-2016-115819,OFF-BI-10000591,9.34,3,3.27
CA-2014-156349,FUR-BO-10000362,290.67,2,27.36
CA-2014-156349,TEC-PH-10000441,201.58,2,20.16
CA-2014-156349,TEC-PH-10002726,83.98,2,31.49
CA-2017-138380,OFF-ST-10003306,1000.02,7,290.01
US-2016-113509,TEC-AC-10004855,83.98,3,-13.65
CA-2015-130022,OFF-LA-10002787,3.75,1,1.8
CA-2015-130022,OFF-LA-10002043,41.4,4,19.87
CA-2015-130022,OFF-AR-10001915,29.79,3,12.51
US-2016-118780,OFF-ST-10000352,59.48,2,8.92
US-2016-118780,OFF-PA-10000575,6.69,1,3.08
CA-2017-108560,FUR-FU-10002937,198.46,2,99.23
CA-2017-108560,OFF-LA-10003930,786.48,8,385.38
CA-2017-108560,OFF-BI-10001107,23.17,2,7.82
CA-2017-108560,TEC-AC-10003063,50.0,2,10.5
CA-2015-157084,TEC-PH-10002922,675.96,5,84.49
CA-2015-157084,TEC-AC-10002049,1265.85,3,556.97
CA-2015-164539,OFF-AP-10002457,523.25,5,141.28
CA-2015-143119,FUR-CH-10001270,517.5,6,155.25
CA-2017-101049,FUR-FU-10004415,17.92,5,2.46
CA-2017-101049,OFF-BI-10001510,41.26,6,-34.38
CA-2016-106530,OFF-ST-10002011,1006.06,3,88.03
CA-2016-106530,OFF-PA-10002986,10.69,2,3.74
CA-2016-106530,OFF-PA-10004451,10.37,2,3.63
CA-2016-106530,OFF-ST-10000649,25.12,2,1.57
CA-2016-106530,TEC-AC-10001465,58.11,2,7.26
CA-2014-168984,OFF-PA-10001166,15.55,3,5.44
CA-2014-168984,OFF-ST-10001097,669.08,5,-167.27
CA-2014-168984,TEC-PH-10000038,438.34,4,-87.67
CA-2016-157266,OFF-PA-10002689,19.44,3,9.33
CA-2016-157266,OFF-BI-10004728,9.64,2,4.43
CA-2016-157266,OFF-PA-10004675,12.7,2,5.84
CA-2016-157266,FUR-FU-10000629,41.37,3,17.38
US-2014-134712,OFF-FA-10003112,12.62,2,3.94
CA-2015-111829,OFF-ST-10000142,1247.64,3,349.34
CA-2015-111829,TEC-CO-10001766,3149.93,7,1480.47
CA-2015-111829,OFF-PA-10004359,209.7,2,100.66
CA-2015-105221,TEC-AC-10002323,35.36,2,-3.09
CA-2015-105221,OFF-FA-10001135,3.17,2,-0.71
CA-2015-120341,OFF-BI-10004224,121.1,6,-100.92
CA-2015-120341,TEC-PH-10003357,45.89,1,-9.18
CA-2014-135699,OFF-PA-10004475,109.92,2,53.86
CA-2014-135699,OFF-PA-10003001,13.36,2,6.41
US-2017-132444,OFF-ST-10003442,169.68,6,45.81
US-2017-132444,TEC-AC-10003832,132.52,4,54.33
US-2017-132444,OFF-FA-10000611,2.96,2,1.42
US-2017-132444,OFF-BI-10001116,8.45,2,2.96
US-2017-132444,OFF-ST-10000563,95.94,3,9.59
CA-2014-127159,FUR-FU-10000010,34.79,7,10.78
CA-2017-161809,TEC-PH-10004922,160.78,3,10.05
CA-2017-127285,OFF-BI-10004330,88.75,3,27.73
CA-2017-127285,OFF-BI-10002072,13.9,2,5.21
CA-2017-144526,TEC-PH-10002549,677.58,5,-158.1
CA-2017-144526,OFF-BI-10002353,13.9,3,-9.26
CA-2016-128531,OFF-ST-10001325,41.92,5,3.67
CA-2016-128531,TEC-AC-10002049,297.58,3,-7.44
CA-2016-128531,OFF-FA-10002676,4.34,3,0.87
CA-2016-128531,TEC-AC-10003023,94.99,2,-2.37
CA-2016-128531,OFF-PA-10000167,74.35,3,23.23
CA-2016-128531,OFF-AR-10003405,14.04,3,1.58
US-2015-157154,FUR-TA-10001889,1018.1,4,-373.3
CA-2017-159457,TEC-PH-10002185,16.68,3,5.21
CA-2016-107615,TEC-AC-10001013,58.58,2,19.33
CA-2017-111647,TEC-PH-10002726,167.97,4,62.99
CA-2015-150560,OFF-LA-10003930,196.62,2,96.34
CA-2015-143077,FUR-FU-10003535,21.94,2,-10.42
CA-2015-143077,OFF-BI-10000088,6.59,3,-10.21
CA-2016-122728,OFF-ST-10000604,104.28,3,26.07
CA-2016-122728,OFF-PA-10004040,17.94,3,8.79
CA-2014-122882,OFF-ST-10002344,64.78,1,-14.58
CA-2014-122882,TEC-PH-10003589,32.38,3,4.32
CA-2014-122882,FUR-FU-10000758,42.37,2,8.47
CA-2014-122882,TEC-MA-10004679,399.54,4,-559.36
US-2016-101497,OFF-PA-10000176,18.97,1,9.11
CA-2016-147585,FUR-FU-10002597,14.82,3,6.22
CA-2017-149489,OFF-AP-10002495,99.28,2,12.41
CA-2017-149489,OFF-BI-10002813,1.19,2,-0.99
CA-2017-149489,OFF-BI-10002414,7.52,2,-5.76
CA-2017-143798,OFF-PA-10000788,10.37,2,3.63
CA-2017-143798,FUR-FU-10004306,310.88,2,23.32
CA-2014-142839,FUR-TA-10001539,853.09,6,-227.49
CA-2017-129833,OFF-PA-10000575,33.45,5,15.39
CA-2017-129833,OFF-BI-10004182,10.4,5,5.1
US-2016-154361,FUR-FU-10004020,21.88,5,6.29
US-2016-158708,TEC-AC-10003133,13.62,2,3.57
CA-2015-156335,TEC-AC-10002006,63.96,4,19.83
CA-2015-156335,OFF-BI-10003314,14.46,3,7.09
CA-2015-156335,TEC-PH-10002726,104.98,2,52.49
CA-2015-148376,OFF-AP-10000240,106.96,2,31.02
CA-2015-148376,OFF-LA-10002381,21.56,7,10.35
CA-2014-135657,FUR-TA-10004086,515.88,6,113.49
CA-2015-114069,OFF-BI-10000320,11.81,2,4.28
CA-2015-114069,FUR-CH-10000595,1931.04,9,321.84
CA-2015-114069,OFF-PA-10000349,9.96,2,4.68
CA-2014-139857,OFF-FA-10001843,12.35,5,5.8
CA-2016-106306,OFF-BI-10003676,9.7,3,-7.11
CA-2015-100545,OFF-BI-10003638,11.61,2,-9.29
CA-2017-123491,OFF-LA-10003077,43.86,6,20.61
CA-2017-123491,TEC-PH-10003505,148.48,2,16.7
CA-2017-123491,OFF-PA-10003424,7.42,2,3.71
CA-2017-123491,FUR-CH-10003061,71.99,1,-0.9
CA-2017-123491,OFF-AR-10003514,19.9,5,6.57
CA-2017-123491,OFF-AP-10002684,1702.12,14,510.64
CA-2015-145401,OFF-PA-10004405,14.3,6,5.01
US-2017-124968,FUR-TA-10004289,765.62,7,-566.56
CA-2017-104003,FUR-BO-10003965,307.67,2,-14.48
CA-2016-154788,OFF-BI-10003314,7.71,2,2.8
CA-2016-169943,OFF-AP-10001563,242.9,5,70.44
CA-2016-169943,OFF-ST-10004123,454.9,5,0.0
CA-2016-169943,FUR-FU-10002088,35.92,4,15.09
CA-2016-169943,FUR-FU-10000010,39.76,8,12.33
CA-2016-169943,OFF-BI-10002824,47.74,4,14.92
US-2015-123218,TEC-PH-10001061,159.98,2,12.0
US-2015-123218,TEC-AC-10000736,255.97,4,51.19
US-2015-123218,FUR-BO-10003966,359.06,3,-71.81
CA-2015-127453,OFF-AP-10000828,434.35,3,43.44
CA-2015-127453,OFF-AP-10002906,3.55,2,0.44
CA-2015-127453,OFF-AP-10003860,88.83,4,7.77
US-2017-164056,FUR-TA-10001307,1048.35,5,-69.89
CA-2016-106894,TEC-AC-10003063,100.0,4,21.0
CA-2016-106894,OFF-LA-10001045,7.83,3,3.6
CA-2014-125136,OFF-PA-10001457,96.26,8,31.28
CA-2014-125136,OFF-PA-10001804,10.69,2,3.74
US-2016-131149,OFF-ST-10000689,338.04,3,-33.8
US-2016-131149,OFF-AR-10002135,154.24,4,17.35
CA-2017-101483,OFF-AP-10002082,34.85,2,6.53
CA-2017-101483,TEC-PH-10003442,22.0,5,1.38
CA-2017-101483,OFF-AR-10002833,4.37,3,0.38
CA-2015-130204,OFF-ST-10001325,31.44,3,8.49
CA-2015-130204,TEC-AC-10003038,17.9,2,3.4
CA-2015-130204,TEC-AC-10003590,129.45,5,46.6
CA-2014-110527,OFF-LA-10000262,20.88,8,9.6
CA-2017-152807,OFF-PA-10004355,20.74,4,7.26
CA-2017-152807,FUR-FU-10004415,7.17,2,0.99
CA-2017-152807,OFF-ST-10002486,11.17,2,-2.51
CA-2017-152807,TEC-AC-10001142,442.4,7,-55.3
CA-2014-133270,OFF-AR-10002656,13.36,2,4.94
CA-2016-155670,OFF-BI-10000138,11.23,8,-8.24
CA-2016-155670,OFF-PA-10004947,10.27,3,3.21
US-2014-157406,OFF-PA-10003543,10.37,2,3.63
US-2014-157406,OFF-AR-10002221,6.24,3,0.55
CA-2015-139094,FUR-TA-10004607,206.96,2,-32.52
CA-2017-168837,FUR-FU-10001918,9.46,2,3.69
CA-2017-116715,OFF-ST-10004340,559.62,9,151.1
CA-2017-116715,OFF-PA-10004475,109.92,2,53.86
CA-2017-116715,OFF-PA-10003893,8.56,2,3.85
CA-2015-135622,OFF-PA-10000100,360.71,11,130.76
CA-2015-135622,TEC-PH-10001817,1718.4,6,150.36
US-2015-107349,OFF-BI-10001765,41.57,6,-66.51
CA-2014-139017,TEC-AC-10001013,46.86,2,7.62
CA-2014-141817,OFF-AR-10003478,19.54,3,4.88
CA-2015-130785,FUR-BO-10000330,411.33,4,-4.84
CA-2015-130785,OFF-BI-10001900,28.75,6,9.7
CA-2015-130785,FUR-BO-10003159,293.2,3,-20.7
CA-2016-110254,OFF-SU-10002573,35.06,2,10.52
CA-2016-110254,OFF-LA-10004484,4.13,1,1.9
CA-2016-110254,FUR-FU-10001591,109.8,9,46.12
CA-2016-110254,OFF-LA-10002034,9.82,2,4.81
US-2014-158057,OFF-BI-10004410,7.64,4,-5.86
US-2014-158057,OFF-BI-10002735,51.47,5,-39.46
CA-2017-146024,OFF-SU-10001935,6.98,4,-1.4
CA-2017-146024,OFF-BI-10003291,12.22,7,-20.17
CA-2016-129686,OFF-ST-10004337,97.98,2,-24.5
CA-2016-129686,TEC-AC-10001266,62.4,6,19.5
CA-2014-118976,OFF-BI-10001628,20.86,2,9.39
CA-2014-118976,OFF-ST-10000877,497.61,9,129.38
CA-2014-118976,OFF-AR-10004752,5.34,2,1.5
CA-2014-118976,OFF-LA-10000452,3.15,1,1.51
CA-2015-105347,OFF-PA-10000675,368.91,9,180.77
CA-2015-105347,OFF-AR-10003045,14.7,5,6.62
CA-2016-124667,TEC-AC-10003447,59.97,3,14.99
CA-2016-124667,OFF-ST-10002276,83.36,1,20.84
CA-2015-111094,OFF-PA-10001609,6.58,2,3.03
CA-2015-111094,OFF-BI-10001597,122.94,3,59.01
CA-2017-166317,OFF-PA-10004475,219.84,4,107.72
CA-2017-166317,TEC-AC-10004510,98.16,6,9.82
CA-2017-166317,OFF-BI-10002976,33.04,8,15.53
CA-2017-166317,TEC-PH-10001615,86.97,3,25.22
CA-2015-154326,TEC-PH-10001819,134.97,3,64.79
CA-2015-154326,TEC-PH-10000560,699.98,2,195.99
CA-2015-154326,TEC-AC-10004568,139.95,5,26.59
CA-2014-102008,OFF-PA-10004092,48.94,1,24.47
CA-2014-120474,FUR-CH-10001854,2807.84,8,673.88
CA-2014-120474,OFF-AR-10000475,46.64,4,12.59
CA-2014-104773,OFF-ST-10000777,60.42,2,6.04
CA-2016-140774,OFF-AR-10004022,107.94,3,26.98
US-2017-139465,OFF-ST-10002352,63.84,8,16.6
US-2017-139465,TEC-PH-10000455,347.97,3,100.91
US-2017-139465,OFF-BI-10003910,37.01,6,11.56
CA-2016-100965,FUR-FU-10003039,215.65,5,73.32
CA-2016-121034,OFF-FA-10000585,11.17,4,3.63
CA-2016-121034,OFF-PA-10001994,53.95,3,17.53
CA-2016-149461,FUR-FU-10004270,4.18,1,1.5
CA-2017-158379,OFF-BI-10002498,5.61,1,-4.3
CA-2017-158379,OFF-SU-10002881,4663.74,7,-1049.34
CA-2017-158379,TEC-AC-10002926,79.98,2,23.0
US-2016-116729,TEC-PH-10002200,2575.94,7,257.59
US-2016-116729,OFF-PA-10002005,45.36,7,21.77
US-2016-116729,TEC-AC-10001465,254.24,7,76.27
CA-2016-164938,TEC-PH-10004897,69.93,7,0.7
CA-2016-165484,FUR-FU-10001196,16.16,7,-12.12
CA-2016-165484,OFF-PA-10000595,54.82,3,17.82
CA-2014-132612,FUR-TA-10004534,1441.3,7,245.02
US-2017-161193,FUR-FU-10001861,77.6,5,28.13
US-2017-161193,FUR-FU-10000206,4.66,2,1.57
CA-2015-131597,FUR-TA-10002607,170.14,3,-8.51
CA-2015-164833,OFF-LA-10000443,7.38,2,3.47
CA-2015-164833,OFF-AR-10004685,9.26,2,3.06
CA-2015-125423,OFF-LA-10001771,9.96,2,4.58
US-2014-130379,OFF-AP-10001394,75.6,2,-166.32
US-2014-130379,FUR-FU-10002553,29.32,2,-24.19
CA-2016-168956,OFF-AP-10004233,92.06,6,-225.56
CA-2016-168956,OFF-FA-10000304,6.98,4,1.83
CA-2016-168956,FUR-CH-10004754,62.96,3,-2.7
CA-2016-168956,OFF-PA-10000809,5.18,1,1.81
CA-2016-167507,OFF-BI-10003694,31.32,10,-25.06
CA-2016-167507,FUR-FU-10001935,11.84,4,3.11
CA-2016-167507,FUR-FU-10002878,22.78,1,4.84
CA-2016-109344,TEC-PH-10002624,1127.98,3,126.9
US-2015-140851,OFF-PA-10000019,38.88,6,18.66
CA-2014-103373,TEC-PH-10002885,779.8,2,-168.96
CA-2017-145884,TEC-PH-10000895,1439.92,8,374.38
CA-2017-145884,FUR-TA-10002356,262.11,1,62.91
CA-2015-131422,FUR-CH-10001270,207.0,3,25.87
CA-2017-162691,TEC-MA-10000488,1439.98,3,-264.0
CA-2017-162691,OFF-PA-10003729,36.29,7,12.7
CA-2014-141278,OFF-AR-10003056,21.4,5,6.21
CA-2017-122693,OFF-AP-10002518,1245.86,7,361.3
CA-2014-117345,OFF-LA-10000240,17.54,3,5.92
CA-2014-117345,FUR-FU-10000629,44.13,4,12.14
CA-2014-117345,OFF-AP-10001005,62.92,1,10.22
CA-2014-117345,OFF-PA-10002377,78.3,2,29.36
CA-2016-157763,FUR-CH-10000988,140.81,1,39.43
CA-2015-135391,OFF-LA-10001074,40.1,4,13.53
CA-2015-135391,FUR-FU-10001986,40.78,2,-30.59
US-2017-113852,TEC-AC-10003027,90.57,3,11.77
US-2017-158512,OFF-PA-10001804,40.08,6,19.24
US-2017-158512,FUR-FU-10004973,37.68,2,15.83
CA-2017-128370,FUR-CH-10002602,362.35,3,27.18
CA-2017-128370,OFF-BI-10004140,7.18,2,2.24
CA-2015-160472,OFF-ST-10000464,34.76,1,9.73
CA-2015-160472,TEC-AC-10002253,831.2,5,124.68
CA-2015-160472,OFF-PA-10000528,26.4,5,11.88
CA-2015-160472,OFF-EN-10000483,106.75,7,49.1
CA-2015-160472,OFF-PA-10003129,97.82,2,45.98
CA-2015-160472,OFF-ST-10003442,141.4,5,38.18
CA-2014-114643,OFF-AR-10003631,14.52,3,4.79
US-2017-158218,OFF-ST-10000563,127.92,5,-15.99
US-2017-158218,OFF-BI-10002133,34.24,4,-53.07
CA-2015-121608,OFF-AP-10002311,137.62,2,60.55
CA-2015-121608,TEC-PH-10004959,100.49,1,25.12
US-2017-121251,FUR-BO-10001918,257.57,2,-28.98
US-2017-121251,TEC-PH-10004896,119.96,4,33.59
CA-2014-151078,OFF-ST-10001328,49.63,4,4.96
US-2016-100839,FUR-TA-10004575,727.45,5,-465.57
US-2016-100839,FUR-FU-10001617,24.96,3,4.37
US-2017-116659,TEC-PH-10002824,370.78,3,-92.7
CA-2017-118857,FUR-FU-10004460,196.45,5,70.72
CA-2015-127110,OFF-PA-10003309,31.1,6,10.89
CA-2015-127110,OFF-ST-10002554,78.26,2,-17.61
CA-2016-148201,OFF-PA-10000019,6.48,1,3.11
CA-2014-116932,OFF-AR-10002067,99.2,5,25.79
CA-2014-116932,FUR-CH-10001215,801.57,2,50.1
CA-2014-116932,FUR-TA-10004175,272.85,1,27.28
CA-2017-142888,FUR-TA-10004767,70.98,1,20.58
CA-2014-147914,OFF-PA-10001685,16.22,2,5.88
US-2016-112977,FUR-BO-10003272,176.78,1,-22.1
CA-2017-112039,TEC-PH-10000984,470.38,3,47.04
CA-2017-118885,FUR-CH-10002880,393.57,4,-44.28
CA-2017-118885,TEC-PH-10002563,302.38,3,22.68
