Order ID,Order Date,Ship Date,Customer ID,Address ID
CA-2014-122882,2019-09-01,2019-09-07,SB-20290,SB-20290_19134
US-2016-101497,2021-09-23,2021-09-25,PS-18760,PS-18760_90008
CA-2016-147585,2021-11-01,2021-11-06,CB-12535,CB-12535_94110
CA-2017-149489,2022-04-18,2022-04-21,DK-12835,DK-12835_19143
CA-2017-143798,2022-12-04,2022-12-06,AW-10840,AW-10840_19140
CA-2014-142839,2019-08-10,2019-08-14,TS-21610,TS-21610_19143
CA-2017-129833,2022-12-03,2022-12-09,HF-14995,HF-14995_46203
US-2016-154361,2021-03-08,2021-03-13,HZ-14950,HZ-14950_43229
US-2016-158708,2021-06-20,2021-06-23,AB-10255,AB-10255_75023
CA-2015-156335,2020-09-18,2020-09-21,PO-19195,PO-19195_7002
CA-2015-148376,2020-12-20,2020-12-24,AG-10900,AG-10900_90008
CA-2014-135657,2019-05-28,2019-06-01,SC-20725,SC-20725_98115
CA-2015-114069,2020-07-06,2020-07-08,ND-18370,ND-18370_10035
CA-2014-139857,2019-01-27,2019-01-31,CD-12790,CD-12790_92037
CA-2016-106306,2021-03-02,2021-03-02,PG-18820,PG-18820_85301
CA-2015-100545,2020-11-15,2020-11-19,IM-15070,IM-15070_19120
CA-2017-123491,2022-10-24,2022-10-30,JK-15205,JK-15205_94122
CA-2015-145401,2020-01-24,2020-01-29,JP-15520,JP-15520_77070
US-2017-124968,2022-09-02,2022-09-07,MM-18055,MM-18055_60610
CA-2017-104003,2022-10-01,2022-10-07,DC-13285,DC-13285_94110
CA-2016-154788,2021-04-24,2021-04-28,JL-15835,JL-15835_10011
CA-2016-169943,2021-05-13,2021-05-18,BN-11515,BN-11515_10011
US-2015-123218,2020-12-13,2020-12-18,KD-16345,KD-16345_60623
CA-2015-127453,2020-12-12,2020-12-13,JK-15370,JK-15370_19143
US-2017-164056,2022-04-23,2022-04-28,FM-14215,FM-14215_43017
CA-2016-106894,2021-01-31,2021-01-31,CA-12265,CA-12265_22153
CA-2014-125136,2019-09-22,2019-09-27,KD-16495,KD-16495_28314
US-2016-131149,2021-07-04,2021-07-08,LH-17155,LH-17155_75081
CA-2017-101483,2022-07-23,2022-07-26,AG-10675,AG-10675_28540
CA-2015-130204,2020-08-27,2020-09-02,DB-13120,DB-13120_94122
CA-2014-110527,2019-08-03,2019-08-10,ED-13885,ED-13885_92037
CA-2017-152807,2022-10-24,2022-10-28,MC-18100,MC-18100_19140
CA-2014-133270,2019-05-31,2019-06-03,BM-11785,BM-11785_14609
CA-2016-155670,2021-08-07,2021-08-11,EM-14065,EM-14065_28540
US-2014-157406,2019-04-19,2019-04-23,DA-13450,DA-13450_77095
CA-2015-139094,2020-11-15,2020-11-20,MO-17800,MO-17800_78207
CA-2017-168837,2022-10-08,2022-10-11,JW-15955,JW-15955_94601
CA-2017-116715,2022-11-26,2022-11-29,VW-21775,VW-21775_94122
CA-2015-135622,2020-12-01,2020-12-04,TT-21460,TT-21460_76106
US-2015-107349,2020-07-06,2020-07-08,SL-20155,SL-20155_77095
CA-2014-139017,2019-05-05,2019-05-11,RM-19375,RM-19375_77095
CA-2014-141817,2018-12-30,2019-01-06,MB-18085,MB-18085_19143
CA-2015-130785,2020-08-29,2020-09-02,AG-10900,AG-10900_92105
CA-2016-110254,2021-07-29,2021-08-02,ML-17755,ML-17755_23434
US-2014-158057,2019-03-16,2019-03-20,CC-12685,CC-12685_27405
CA-2017-146024,2022-02-24,2022-03-02,SC-20770,SC-20770_75081
CA-2016-129686,2021-11-21,2021-11-23,GG-14650,GG-14650_60623
CA-2014-118976,2019-04-22,2019-04-27,MY-18295,MY-18295_21215
CA-2015-105347,2020-11-17,2020-11-21,DP-13000,DP-13000_90004
CA-2016-124667,2021-11-05,2021-11-10,BD-11770,BD-11770_10011
CA-2015-111094,2020-07-02,2020-07-06,CB-12535,CB-12535_2038
CA-2017-166317,2022-09-16,2022-09-20,JE-15610,JE-15610_53209
CA-2015-154326,2020-02-09,2020-02-13,RP-19855,RP-19855_53142
CA-2014-102008,2019-09-24,2019-09-28,RA-19915,RA-19915_10011
CA-2014-120474,2019-11-25,2019-11-27,RP-19390,RP-19390_53711
CA-2014-104773,2019-12-02,2019-12-07,TB-21175,TB-21175_77041
CA-2016-140774,2021-08-30,2021-09-04,BE-11455,BE-11455_66062
US-2017-139465,2022-08-21,2022-08-24,MR-17545,MR-17545_10024
CA-2016-100965,2021-07-01,2021-07-05,RM-19375,RM-19375_95123
CA-2016-121034,2021-08-02,2021-08-04,JF-15565,JF-15565_75081
CA-2016-149461,2021-11-07,2021-11-13,AS-10135,AS-10135_98002
CA-2017-158379,2022-09-16,2022-09-20,JA-15970,JA-15970_19134
US-2016-116729,2021-12-19,2021-12-22,GK-14620,GK-14620_90049
CA-2016-164938,2021-02-04,2021-02-06,PB-19210,PB-19210_74133
CA-2016-165484,2021-10-17,2021-10-23,HK-14890,HK-14890_60610
CA-2014-132612,2019-06-03,2019-06-05,FO-14305,FO-14305_22801
US-2017-161193,2022-11-14,2022-11-20,BT-11680,BT-11680_43055
CA-2015-131597,2020-09-07,2020-09-11,SP-20620,SP-20620_90045
CA-2015-164833,2020-05-28,2020-05-28,LL-16840,LL-16840_98105
CA-2015-125423,2020-12-06,2020-12-08,MC-17575,MC-17575_90036
US-2014-130379,2019-05-19,2019-05-23,JL-15235,JL-15235_60623
CA-2016-168956,2021-02-09,2021-02-13,EA-14035,EA-14035_60623
CA-2016-167507,2021-12-16,2021-12-22,SA-20830,SA-20830_97756
CA-2016-109344,2021-02-01,2021-02-04,CH-12070,CH-12070_27604
US-2015-140851,2020-07-06,2020-07-08,ND-18460,ND-18460_31204
CA-2014-103373,2019-05-12,2019-05-18,BS-11755,BS-11755_44105
CA-2017-145884,2022-10-15,2022-10-15,SL-20155,SL-20155_74403
CA-2015-131422,2020-10-29,2020-11-02,GB-14530,GB-14530_28110
CA-2017-162691,2022-07-26,2022-08-01,AS-10045,AS-10045_78745
CA-2014-141278,2019-06-15,2019-06-18,RM-19375,RM-19375_6450
CA-2017-122693,2022-02-13,2022-02-15,NH-18610,NH-18610_30076
CA-2014-117345,2019-07-26,2019-07-30,BF-10975,BF-10975_28205
CA-2016-157763,2021-07-12,2021-07-17,KH-16330,KH-16330_42104
CA-2015-135391,2020-02-03,2020-02-05,FA-14230,FA-14230_78207
US-2017-113852,2022-07-23,2022-07-27,GW-14605,GW-14605_98115
US-2017-158512,2022-01-06,2022-01-11,DA-13450,DA-13450_20016
CA-2017-128370,2022-09-04,2022-09-04,FH-14275,FH-14275_90004
CA-2015-160472,2020-07-13,2020-07-18,RK-19300,RK-19300_46614
CA-2014-114643,2019-06-07,2019-06-11,FM-14215,FM-14215_90032
US-2017-158218,2022-05-06,2022-05-09,AC-10420,AC-10420_77041
CA-2015-121608,2020-08-27,2020-08-29,JB-15400,JB-15400_6010
US-2017-121251,2022-03-20,2022-03-21,GM-14440,GM-14440_10009
CA-2014-151078,2019-11-06,2019-11-06,RF-19840,RF-19840_78207
US-2016-100839,2021-10-07,2021-10-11,NC-18625,NC-18625_80013
US-2017-116659,2022-11-06,2022-11-06,NG-18355,NG-18355_43055
CA-2017-118857,2022-04-09,2022-04-12,AH-10075,AH-10075_89015
CA-2015-127110,2020-06-18,2020-06-24,CH-12070,CH-12070_19143
CA-2016-148201,2021-08-20,2021-08-23,CC-12145,CC-12145_98103
CA-2014-116932,2019-07-15,2019-07-19,ME-18010,ME-18010_94122
CA-2017-142888,2022-11-15,2022-11-19,BP-11230,BP-11230_99207
CA-2014-147914,2019-05-29,2019-06-03,MP-17470,MP-17470_43229
US-2016-112977,2021-03-04,2021-03-10,CJ-12010,CJ-12010_11561
CA-2017-112039,2022-03-19,2022-03-23,JC-15775,JC-15775_78207
CA-2017-118885,2022-12-23,2022-12-27,JG-15160,JG-15160_90049
US-2017-166611,2022-03-22,2022-03-27,CK-12760,CK-12760_32216
CA-2015-109512,2020-02-27,2020-02-27,LF-17185,LF-17185_10011
CA-2016-118570,2021-11-07,2021-11-11,CC-12430,CC-12430_19143
CA-2017-154718,2022-01-13,2022-01-17,DL-12865,DL-12865_76248
CA-2016-147578,2021-04-16,2021-04-20,PG-18895,PG-18895_94122
CA-2014-140165,2019-05-07,2019-05-09,EH-14005,EH-14005_33012
CA-2014-142587,2019-10-15,2019-10-16,TB-21520,TB-21520_45014
CA-2014-157623,2019-03-08,2019-03-12,DK-13225,DK-13225_92646
CA-2017-145310,2022-12-16,2022-12-18,JP-15520,JP-15520_32127
CA-2016-100083,2021-11-18,2021-11-23,CD-11980,CD-11980_97504
US-2017-108063,2022-11-26,2022-11-29,AS-10090,AS-10090_22901
CA-2015-109197,2020-12-24,2020-12-28,JO-15280,JO-15280_59801
CA-2017-141789,2022-09-27,2022-09-30,AC-10450,AC-10450_55407
CA-2014-169775,2019-08-23,2019-08-27,RA-19945,RA-19945_33178
CA-2016-140543,2021-06-23,2021-06-27,Co-12640,Co-12640_29501
CA-2016-151141,2021-08-14,2021-08-17,DW-13480,DW-13480_48205
CA-2017-167094,2022-10-15,2022-10-16,DK-12835,DK-12835_97477
CA-2017-154410,2022-10-15,2022-10-18,MD-17860,MD-17860_46203
US-2016-150567,2021-05-11,2021-05-15,RP-19855,RP-19855_32712
CA-2015-157959,2020-01-28,2020-01-29,RW-19540,RW-19540_90008
CA-2017-105886,2022-12-12,2022-12-17,DB-13660,DB-13660_11572
CA-2016-105963,2021-11-09,2021-11-16,SC-20770,SC-20770_90008
CA-2017-121503,2022-06-27,2022-06-30,FH-14275,FH-14275_77041
CA-2014-103366,2019-01-09,2019-01-11,EH-13990,EH-13990_30076
CA-2017-124597,2022-04-24,2022-04-29,AS-10630,AS-10630_33437
CA-2015-105634,2020-11-01,2020-11-07,HA-14905,HA-14905_2038
CA-2015-123673,2020-10-23,2020-10-25,CH-12070,CH-12070_48227
US-2017-111423,2022-08-11,2022-08-13,EH-13765,EH-13765_13601
CA-2015-125178,2020-09-26,2020-10-02,MZ-17515,MZ-17515_19601
CA-2016-156685,2021-07-02,2021-07-04,SC-20230,SC-20230_76017
CA-2017-126865,2022-11-29,2022-12-01,NP-18325,NP-18325_92024
CA-2017-102834,2022-03-03,2022-03-07,LW-16990,LW-16990_94110
US-2016-139710,2021-06-03,2021-06-09,GM-14680,GM-14680_90045
CA-2017-121538,2022-11-22,2022-11-25,RH-19495,RH-19495_80219
US-2017-101539,2022-03-10,2022-03-12,VM-21685,VM-21685_98105
CA-2016-152121,2021-11-21,2021-11-23,CC-12670,CC-12670_85254
CA-2017-161200,2022-07-31,2022-08-04,SV-20365,SV-20365_70506
CA-2017-101245,2022-11-21,2022-11-27,LW-16990,LW-16990_94109
CA-2015-141768,2020-05-18,2020-05-20,NP-18685,NP-18685_94109
CA-2016-112109,2021-07-02,2021-07-06,JE-15715,JE-15715_80020
CA-2017-144064,2022-08-23,2022-08-26,CP-12085,CP-12085_62301
CA-2016-108581,2021-06-14,2021-06-20,EA-14035,EA-14035_75007
CA-2017-157987,2022-08-27,2022-08-31,AC-10615,AC-10615_10009
CA-2017-110905,2022-09-04,2022-09-09,RW-19690,RW-19690_65807
CA-2017-165841,2022-12-15,2022-12-22,DB-13210,DB-13210_7501
CA-2017-117485,2022-09-17,2022-09-23,BD-11320,BD-11320_74133
CA-2017-140242,2022-04-30,2022-05-05,ML-17755,ML-17755_60623
CA-2014-148950,2019-12-08,2019-12-13,JD-16015,JD-16015_60610
CA-2014-110408,2019-10-12,2019-10-14,AS-10225,AS-10225_36116
CA-2015-109939,2020-05-01,2020-05-05,AA-10375,AA-10375_97301
CA-2016-112669,2021-04-08,2021-04-08,KT-16465,KT-16465_85301
CA-2015-119592,2020-12-07,2020-12-09,MM-18280,MM-18280_31907
CA-2014-122749,2019-11-27,2019-12-03,NG-18430,NG-18430_73120
CA-2014-164721,2019-11-19,2019-11-21,LW-16825,LW-16825_94513
CA-2016-147417,2021-07-19,2021-07-21,CB-12415,CB-12415_43229
CA-2015-127509,2020-11-02,2020-11-06,AS-10090,AS-10090_65807
CA-2017-111374,2022-02-18,2022-02-22,CB-12415,CB-12415_19134
CA-2017-133648,2022-06-19,2022-06-26,ML-17755,ML-17755_97477
US-2017-147221,2022-11-26,2022-11-28,JS-16030,JS-16030_77036
CA-2014-131905,2019-01-31,2019-02-03,ND-18460,ND-18460_23320
CA-2017-166128,2022-04-05,2022-04-12,LW-17215,LW-17215_91104
CA-2017-163510,2022-12-19,2022-12-22,JW-15955,JW-15955_40214
US-2017-143028,2022-04-05,2022-04-12,SC-20050,SC-20050_79424
CA-2014-111150,2019-12-25,2019-12-29,RW-19630,RW-19630_65203
CA-2017-165386,2022-07-28,2022-07-29,CM-12190,CM-12190_60623
CA-2014-116407,2019-11-09,2019-11-15,JF-15190,JF-15190_37604
CA-2015-155761,2020-12-04,2020-12-04,SC-20800,SC-20800_77041
CA-2016-145905,2021-09-12,2021-09-17,AM-10705,AM-10705_36830
CA-2015-113110,2020-03-12,2020-03-16,BK-11260,BK-11260_92404
CA-2016-168354,2021-09-13,2021-09-15,RH-19510,RH-19510_2908
US-2017-111241,2022-08-14,2022-08-16,GM-14500,GM-14500_93727
CA-2015-114237,2020-03-06,2020-03-08,MC-17275,MC-17275_98103
CA-2016-113516,2021-09-02,2021-09-04,VM-21685,VM-21685_93534
CA-2015-117961,2020-11-19,2020-11-23,GP-14740,GP-14740_1453
CA-2016-128923,2021-12-03,2021-12-07,GB-14530,GB-14530_76106
CA-2017-162481,2022-09-19,2022-09-23,CT-11995,CT-11995_55901
CA-2015-119214,2020-01-17,2020-01-21,CW-11905,CW-11905_59715
CA-2015-122287,2020-06-11,2020-06-16,SN-20560,SN-20560_85345
CA-2015-104493,2020-09-25,2020-10-01,EB-13705,EB-13705_92105
US-2017-158946,2022-11-12,2022-11-17,JW-15220,JW-15220_44107
CA-2014-129168,2019-08-11,2019-08-17,KB-16585,KB-16585_77095
CA-2016-131835,2021-07-11,2021-07-15,MC-17590,MC-17590_8861
CA-2015-142237,2020-07-04,2020-07-06,CK-12595,CK-12595_19134
CA-2016-136434,2021-11-25,2021-12-01,RD-19480,RD-19480_47374
CA-2017-120376,2022-12-16,2022-12-19,TP-21130,TP-21130_48227
CA-2014-106439,2019-10-25,2019-10-29,GG-14650,GG-14650_90049
CA-2015-133452,2020-04-06,2020-04-12,ZC-21910,ZC-21910_91767
CA-2016-146521,2021-07-15,2021-07-17,CC-12610,CC-12610_19134
US-2017-110996,2022-11-14,2022-11-19,KA-16525,KA-16525_91761
CA-2016-129693,2021-11-20,2021-11-26,TC-20980,TC-20980_98105
CA-2017-122504,2022-11-01,2022-11-06,DB-13270,DB-13270_94513
CA-2014-131051,2019-11-25,2019-11-29,TR-21325,TR-21325_94122
CA-2017-140676,2022-09-06,2022-09-09,BF-11080,BF-11080_21215
CA-2015-120103,2020-12-17,2020-12-22,MS-17365,MS-17365_85023
CA-2017-104647,2022-02-17,2022-02-23,CK-12595,CK-12595_90008
CA-2014-110352,2019-11-17,2019-11-23,ED-13885,ED-13885_77036
CA-2016-140501,2021-06-17,2021-06-22,IM-15070,IM-15070_10009
CA-2015-139290,2020-10-19,2020-10-23,MY-17380,MY-17380_91730
CA-2017-166142,2022-07-09,2022-07-13,MM-17260,MM-17260_19805
CA-2014-145926,2019-11-11,2019-11-15,MP-17470,MP-17470_56560
CA-2015-149678,2020-04-06,2020-04-08,AW-10840,AW-10840_87401
US-2015-164357,2020-11-18,2020-11-22,SF-20065,SF-20065_28403
US-2016-146570,2021-05-09,2021-05-14,SN-20710,SN-20710_39212
CA-2017-124401,2022-09-01,2022-09-06,RD-19900,RD-19900_97206
US-2014-140116,2019-03-04,2019-03-11,KT-16480,KT-16480_80219
CA-2014-123295,2019-07-12,2019-07-12,AH-10120,AH-10120_85705
CA-2017-167101,2022-03-18,2022-03-22,BM-11650,BM-11650_10009
US-2014-167633,2019-09-24,2019-09-29,BW-11200,BW-11200_33437
US-2014-152723,2019-09-20,2019-09-20,HG-14965,HG-14965_75150
CA-2015-164882,2020-10-24,2020-10-24,SG-20080,SG-20080_92374
CA-2015-159786,2020-10-05,2020-10-10,RK-19300,RK-19300_14609
CA-2016-130267,2021-09-13,2021-09-17,SW-20245,SW-20245_95207
CA-2017-155460,2022-04-07,2022-04-09,RW-19630,RW-19630_98105
US-2017-168690,2022-01-01,2022-01-07,TS-21085,TS-21085_32174
CA-2017-158246,2022-11-03,2022-11-05,JB-15400,JB-15400_94086
CA-2017-167381,2022-09-16,2022-09-18,EH-14005,EH-14005_48911
CA-2017-144862,2022-11-25,2022-11-29,EH-14005,EH-14005_19143
CA-2014-126032,2019-06-17,2019-06-22,BS-11665,BS-11665_19143
CA-2015-134859,2020-09-27,2020-10-02,JK-16120,JK-16120_19134
US-2014-114188,2019-05-14,2019-05-16,RF-19345,RF-19345_3820
CA-2015-156524,2020-11-13,2020-11-19,DL-12865,DL-12865_10011
CA-2015-122210,2020-11-23,2020-11-27,WB-21850,WB-21850_19134
CA-2015-156377,2020-12-24,2020-12-29,TB-21625,TB-21625_75051
US-2017-157896,2022-11-10,2022-11-10,CB-12415,CB-12415_10009
CA-2014-159520,2019-05-31,2019-06-05,GT-14635,GT-14635_11561
CA-2016-155481,2021-08-26,2021-08-30,DK-13225,DK-13225_19140
US-2016-152051,2021-06-19,2021-06-23,TS-21160,TS-21160_17403
CA-2014-141607,2019-12-06,2019-12-11,WB-21850,WB-21850_94521
CA-2017-102771,2022-03-25,2022-03-30,DO-13435,DO-13435_10035
US-2017-139969,2022-11-13,2022-11-20,AF-10870,AF-10870_77840
CA-2014-167360,2019-11-18,2019-11-23,RB-19435,RB-19435_63116
CA-2015-123505,2020-11-15,2020-11-19,AR-10540,AR-10540_2169
CA-2016-117282,2021-07-08,2021-07-12,DR-12880,DR-12880_10009
US-2016-120460,2021-04-24,2021-04-29,BF-11170,BF-11170_75081
CA-2016-111115,2021-07-19,2021-07-21,LB-16735,LB-16735_90032
CA-2014-124646,2019-06-16,2019-06-18,DV-13465,DV-13465_55407
CA-2017-148166,2022-10-15,2022-10-20,NK-18490,NK-18490_32725
CA-2016-159737,2021-08-28,2021-09-03,CS-11950,CS-11950_60610
CA-2016-141019,2021-05-08,2021-05-08,LH-17155,LH-17155_45231
CA-2016-101938,2020-12-31,2021-01-05,DW-13480,DW-13480_94601
CA-2017-166296,2022-03-07,2022-03-13,KF-16285,KF-16285_95336
CA-2016-154018,2021-10-07,2021-10-13,HA-14920,HA-14920_78041
CA-2017-117870,2022-01-21,2022-01-24,JH-15820,JH-15820_44240
US-2017-137491,2022-11-13,2022-11-19,LC-16930,LC-16930_76903
CA-2014-152296,2019-07-26,2019-07-28,IL-15100,IL-15100_94122
CA-2016-112025,2021-07-24,2021-07-29,LS-16975,LS-16975_77070
CA-2015-132507,2020-07-23,2020-07-27,CC-12610,CC-12610_77041
CA-2016-125738,2021-10-09,2021-10-15,PB-18805,PB-18805_84106
CA-2016-128818,2021-05-01,2021-05-05,CJ-12010,CJ-12010_10009
CA-2017-124576,2022-07-26,2022-07-29,HK-14890,HK-14890_93905
CA-2016-101378,2021-07-08,2021-07-08,RH-19600,RH-19600_35810
CA-2017-143063,2022-08-04,2022-08-09,IL-15100,IL-15100_47201
CA-2016-118913,2021-06-19,2021-06-23,AS-10240,AS-10240_90049
CA-2016-128412,2021-12-04,2021-12-11,AP-10915,AP-10915_98105
CA-2016-136483,2021-11-25,2021-11-30,AG-10390,AG-10390_37918
CA-2014-163013,2019-11-22,2019-11-28,BF-11080,BF-11080_36116
CA-2015-135363,2020-03-21,2020-03-26,CK-12205,CK-12205_19120
US-2014-165659,2019-05-26,2019-05-31,LT-17110,LT-17110_72209
CA-2015-138002,2020-08-30,2020-09-05,BT-11305,BT-11305_98103
CA-2015-128860,2020-06-22,2020-06-28,SC-20725,SC-20725_17602
CA-2016-164350,2021-09-04,2021-09-06,CG-12040,CG-12040_37620
US-2014-103905,2019-07-08,2019-07-14,AW-10930,AW-10930_60505
CA-2015-129854,2020-08-15,2020-08-19,RB-19705,RB-19705_10009
CA-2014-125556,2019-11-08,2019-11-10,ML-17410,ML-17410_6824
CA-2016-162313,2021-11-21,2021-11-24,VB-21745,VB-21745_48146
CA-2017-107874,2022-11-15,2022-11-19,SW-20275,SW-20275_10035
CA-2017-129378,2022-09-25,2022-09-26,NS-18505,NS-18505_95123
CA-2014-151953,2019-09-14,2019-09-19,DB-13555,DB-13555_32216
CA-2017-130841,2022-07-22,2022-07-26,MH-17620,MH-17620_94110
CA-2015-131884,2020-11-29,2020-11-29,DK-13375,DK-13375_43302
CA-2017-121909,2022-07-25,2022-07-30,EA-14035,EA-14035_19134
CA-2016-106383,2021-03-13,2021-03-15,BT-11440,BT-11440_80122
CA-2017-130771,2022-07-23,2022-07-28,LA-16780,LA-16780_78745
CA-2016-139157,2021-09-25,2021-09-29,GM-14680,GM-14680_10024
CA-2014-128055,2019-03-25,2019-03-30,AA-10315,AA-10315_94122
CA-2017-157091,2022-06-20,2022-06-25,DB-13405,DB-13405_46350
CA-2017-132122,2022-07-03,2022-07-08,JH-15820,JH-15820_60610
CA-2015-123232,2020-12-07,2020-12-09,DJ-13630,DJ-13630_97206
CA-2017-104066,2022-11-29,2022-12-04,QJ-19255,QJ-19255_5408
CA-2015-145849,2020-09-08,2020-09-10,CT-11995,CT-11995_46203
CA-2016-122322,2021-07-09,2021-07-15,RH-19510,RH-19510_84604
CA-2017-166849,2022-04-14,2022-04-20,SJ-20125,SJ-20125_60610
CA-2016-146633,2021-11-09,2021-11-11,TG-21310,TG-21310_90049
US-2016-126893,2021-11-20,2021-11-25,CT-11995,CT-11995_19134
CA-2017-103380,2022-11-15,2022-11-19,BF-11005,BF-11005_91104
CA-2015-116092,2020-02-09,2020-02-12,JM-16195,JM-16195_90004
CA-2016-117849,2021-04-09,2021-04-11,JK-16120,JK-16120_92105
CA-2015-169201,2020-09-21,2020-09-24,HG-14965,HG-14965_94110
CA-2016-164091,2021-09-11,2021-09-16,LA-16780,LA-16780_4401
CA-2017-105214,2022-06-10,2022-06-13,TS-21610,TS-21610_94122
CA-2015-117611,2020-11-01,2020-11-03,MZ-17335,MZ-17335_92024
US-2015-137960,2020-12-11,2020-12-11,MW-18220,MW-18220_10035
CA-2017-122994,2022-01-31,2022-02-03,MV-17485,MV-17485_22204
CA-2016-131065,2021-11-08,2021-11-10,AA-10375,AA-10375_30318
CA-2017-149146,2022-10-06,2022-10-06,SM-20320,SM-20320_28110
CA-2017-137470,2022-09-11,2022-09-11,TP-21415,TP-21415_98115
CA-2017-105480,2022-12-14,2022-12-20,DK-13225,DK-13225_14609
CA-2017-164917,2022-11-26,2022-12-01,MK-17905,MK-17905_33180
CA-2015-102036,2020-09-14,2020-09-20,CS-12130,CS-12130_98105
CA-2015-142944,2020-02-28,2020-03-04,JL-15850,JL-15850_94122
CA-2014-157882,2019-09-27,2019-10-02,AR-10405,AR-10405_90036
CA-2014-104283,2019-06-21,2019-06-25,LM-17065,LM-17065_38671
CA-2017-142622,2022-10-24,2022-10-27,JK-15625,JK-15625_98115
CA-2016-132143,2021-08-28,2021-08-30,FM-14215,FM-14215_6457
CA-2015-153108,2020-02-27,2020-03-02,SF-20200,SF-20200_47362
CA-2016-112676,2021-04-29,2021-05-02,PJ-18835,PJ-18835_37130
CA-2017-165687,2022-11-11,2022-11-17,CS-12355,CS-12355_24153
US-2017-112928,2022-05-26,2022-05-30,BB-10990,BB-10990_43615
CA-2017-143343,2022-06-04,2022-06-07,BW-11200,BW-11200_90032
CA-2017-115154,2022-01-02,2022-01-05,RS-19420,RS-19420_98115
CA-2015-149342,2020-04-13,2020-04-18,TS-21160,TS-21160_31907
CA-2015-130995,2020-10-25,2020-10-30,QJ-19255,QJ-19255_10009
CA-2017-127929,2022-12-17,2022-12-21,FM-14215,FM-14215_6457
CA-2015-113145,2020-10-25,2020-10-29,VD-21670,VD-21670_10011
CA-2014-162362,2019-11-08,2019-11-12,JL-15505,JL-15505_48640
CA-2016-106558,2021-01-10,2021-01-14,DL-13495,DL-13495_31907
CA-2017-157931,2022-09-11,2022-09-16,MO-17800,MO-17800_30076
CA-2016-115574,2021-12-17,2021-12-18,BP-11185,BP-11185_60623
CA-2015-160794,2020-07-30,2020-08-01,MS-17980,MS-17980_77041
CA-2017-116225,2022-10-30,2022-11-03,SV-20935,SV-20935_10009
US-2017-120418,2022-06-05,2022-06-06,BC-11125,BC-11125_85345
CA-2017-122035,2022-07-14,2022-07-19,EM-13825,EM-13825_57103
CA-2015-117828,2020-12-16,2020-12-19,BD-11500,BD-11500_23223
CA-2017-165491,2022-03-14,2022-03-18,HW-14935,HW-14935_98115
CA-2015-109470,2020-12-24,2020-12-27,KC-16255,KC-16255_42420
CA-2015-105102,2020-09-08,2020-09-12,BM-11575,BM-11575_10035
CA-2017-138422,2022-09-17,2022-09-20,KN-16705,KN-16705_80525
US-2015-147739,2020-12-18,2020-12-22,JD-16150,JD-16150_19140
CA-2016-155187,2021-09-18,2021-09-20,LA-16780,LA-16780_90004
CA-2017-169285,2022-03-15,2022-03-19,RW-19690,RW-19690_47905
CA-2014-140886,2019-09-24,2019-09-28,KW-16570,KW-16570_37042
CA-2017-152695,2022-12-04,2022-12-04,CC-12220,CC-12220_6824
CA-2014-110639,2019-08-17,2019-08-17,RH-19495,RH-19495_10009
CA-2014-121727,2019-08-13,2019-08-18,JK-15625,JK-15625_43229
CA-2016-137736,2021-11-04,2021-11-09,DC-13285,DC-13285_31088
US-2014-143231,2019-12-25,2019-12-28,GM-14455,GM-14455_2038
US-2014-155894,2019-07-20,2019-07-24,CL-11890,CL-11890_60623
CA-2016-119025,2021-02-15,2021-02-21,PV-18985,PV-18985_53209
CA-2016-159373,2021-03-07,2021-03-12,LT-17110,LT-17110_78207
CA-2017-109701,2022-11-26,2022-11-27,AM-10360,AM-10360_90032
CA-2015-111514,2020-08-24,2020-08-26,SC-20260,SC-20260_94122
US-2014-148838,2019-03-11,2019-03-15,CP-12340,CP-12340_10024
CA-2017-136497,2022-04-10,2022-04-14,RF-19840,RF-19840_43229
US-2016-108637,2021-03-07,2021-03-12,AB-10060,AB-10060_22980
CA-2014-102295,2019-11-18,2019-11-20,EH-13990,EH-13990_95823
CA-2017-123659,2022-02-04,2022-02-07,MN-17935,MN-17935_20735
US-2016-129469,2021-09-17,2021-09-21,KL-16555,KL-16555_45014
CA-2017-155152,2022-07-01,2022-07-03,MP-17965,MP-17965_2886
CA-2016-159940,2021-07-01,2021-07-05,BF-11020,BF-11020_60505
CA-2017-119669,2022-01-18,2022-01-24,TP-21130,TP-21130_30080
US-2014-164616,2019-08-13,2019-08-15,MS-17770,MS-17770_43229
CA-2015-148628,2020-11-29,2020-12-04,KM-16375,KM-16375_91360
CA-2016-118052,2021-04-30,2021-05-04,BE-11455,BE-11455_44052
US-2017-117534,2022-03-19,2022-03-20,CV-12295,CV-12295_93727
CA-2015-145065,2020-12-05,2020-12-08,DK-13375,DK-13375_92105
US-2015-127040,2020-11-29,2020-12-03,SG-20605,SG-20605_10009
CA-2016-128111,2021-03-11,2021-03-17,CS-12355,CS-12355_2148
CA-2015-137897,2020-11-07,2020-11-12,PJ-18835,PJ-18835_10035
CA-2017-169264,2022-08-08,2022-08-10,NP-18700,NP-18700_94109
CA-2017-147361,2022-09-03,2022-09-09,SB-20290,SB-20290_29501
CA-2017-145877,2022-03-26,2022-03-29,AS-10090,AS-10090_65807
US-2016-110170,2021-09-21,2021-09-27,HM-14860,HM-14860_77340
CA-2017-108574,2022-10-01,2022-10-05,MG-18145,MG-18145_90045
CA-2017-144589,2022-01-14,2022-01-19,TM-21010,TM-21010_94122
