Address ID,Customer ID,Country,City,State,Postal Code,Region
RM-19375_95123,RM-19375,United States,San Jose,California,95123,West
JF-15565_75081,JF-15565,United States,Dallas,Texas,75081,Central
AS-10135_98002,AS-10135,United States,Auburn,Washington,98002,West
JA-15970_19134,JA-15970,United States,Philadelphia,Pennsylvania,19134,East
GK-14620_90049,GK-14620,United States,Los Angeles,California,90049,West
PB-19210_74133,PB-19210,United States,Tulsa,Oklahoma,74133,Central
HK-14890_60610,HK-14890,United States,Chicago,Illinois,60610,Central
FO-14305_22801,FO-14305,United States,Harrisonburg,Virginia,22801,South
BT-11680_43055,BT-11680,United States,Newark,Ohio,43055,East
SP-20620_90045,SP-20620,United States,Los Angeles,California,90045,West
LL-16840_98105,LL-16840,United States,Seattle,Washington,98105,West
MC-17575_90036,MC-17575,United States,Los Angeles,California,90036,West
JL-15235_60623,JL-15235,United States,Chicago,Illinois,60623,Central
EA-14035_60623,EA-14035,United States,Chicago,Illinois,60623,Central
SA-20830_97756,SA-20830,United States,Redmond,Oregon,97756,West
CH-12070_27604,CH-12070,United States,Raleigh,North Carolina,27604,South
ND-18460_31204,ND-18460,United States,Macon,Georgia,31204,South
BS-11755_44105,BS-11755,United States,Cleveland,Ohio,44105,East
SL-20155_74403,SL-20155,United States,Muskogee,Oklahoma,74403,Central
GB-14530_28110,GB-14530,United States,Monroe,North Carolina,28110,South
AS-10045_78745,AS-10045,United States,Austin,Texas,78745,Central
RM-19375_6450,RM-19375,United States,Meriden,Connecticut,6450,East
NH-18610_30076,NH-18610,United States,Roswell,Georgia,30076,South
BF-10975_28205,BF-10975,United States,Charlotte,North Carolina,28205,South
KH-16330_42104,KH-16330,United States,Bowling Green,Kentucky,42104,South
FA-14230_78207,FA-14230,United States,San Antonio,Texas,78207,Central
GW-14605_98115,GW-14605,United States,Seattle,Washington,98115,West
DA-13450_20016,DA-13450,United States,Washington,District of Columbia,20016,East
FH-14275_90004,FH-14275,United States,Los Angeles,California,90004,West
RK-19300_46614,RK-19300,United States,South Bend,Indiana,46614,Central
FM-14215_90032,FM-14215,United States,Los Angeles,California,90032,West
AC-10420_77041,AC-10420,United States,Houston,Texas,77041,Central
JB-15400_6010,JB-15400,United States,Bristol,Connecticut,6010,East
GM-14440_10009,GM-14440,United States,New York City,New York,10009,East
RF-19840_78207,RF-19840,United States,San Antonio,Texas,78207,Central
NC-18625_80013,NC-18625,United States,Aurora,Colorado,80013,West
NG-18355_43055,NG-18355,United States,Newark,Ohio,43055,East
AH-10075_89015,AH-10075,United States,Henderson,Nevada,89015,West
CH-12070_19143,CH-12070,United States,Philadelphia,Pennsylvania,19143,East
CC-12145_98103,CC-12145,United States,Seattle,Washington,98103,West
ME-18010_94122,ME-18010,United States,San Francisco,California,94122,West
BP-11230_99207,BP-11230,United States,Spokane,Washington,99207,West
MP-17470_43229,MP-17470,United States,Columbus,Ohio,43229,East
CJ-12010_11561,CJ-12010,United States,Long Beach,New York,11561,East
JC-15775_78207,JC-15775,United States,San Antonio,Texas,78207,Central
CK-12760_32216,CK-12760,United States,Jacksonville,Florida,32216,South
LF-17185_10011,LF-17185,United States,New York City,New York,10011,East
CC-12430_19143,CC-12430,United States,Philadelphia,Pennsylvania,19143,East
DL-12865_76248,DL-12865,United States,Keller,Texas,76248,Central
PG-18895_94122,PG-18895,United States,San Francisco,California,94122,West
EH-14005_33012,EH-14005,United States,Hialeah,Florida,33012,South
TB-21520_45014,TB-21520,United States,Fairfield,Ohio,45014,East
DK-13225_92646,DK-13225,United States,Huntington Beach,California,92646,West
JP-15520_32127,JP-15520,United States,Port Orange,Florida,32127,South
CD-11980_97504,CD-11980,United States,Medford,Oregon,97504,West
AS-10090_22901,AS-10090,United States,Charlottesville,Virginia,22901,South
JO-15280_59801,JO-15280,United States,Missoula,Montana,59801,West
AC-10450_55407,AC-10450,United States,Minneapolis,Minnesota,55407,Central
RA-19945_33178,RA-19945,United States,Miami,Florida,33178,South
Co-12640_29501,Co-12640,United States,Florence,South Carolina,29501,South
DW-13480_48205,DW-13480,United States,Detroit,Michigan,48205,Central
DK-12835_97477,DK-12835,United States,Springfield,Oregon,97477,West
MD-17860_46203,MD-17860,United States,Indianapolis,Indiana,46203,Central
RP-19855_32712,RP-19855,United States,Apopka,Florida,32712,South
RW-19540_90008,RW-19540,United States,Los Angeles,California,90008,West
DB-13660_11572,DB-13660,United States,Oceanside,New York,11572,East
SC-20770_90008,SC-20770,United States,Los Angeles,California,90008,West
FH-14275_77041,FH-14275,United States,Houston,Texas,77041,Central
EH-13990_30076,EH-13990,United States,Roswell,Georgia,30076,South
AS-10630_33437,AS-10630,United States,Boynton Beach,Florida,33437,South
HA-14905_2038,HA-14905,United States,Franklin,Massachusetts,2038,East
CH-12070_48227,CH-12070,United States,Detroit,Michigan,48227,Central
EH-13765_13601,EH-13765,United States,Watertown,New York,13601,East
MZ-17515_19601,MZ-17515,United States,Reading,Pennsylvania,19601,East
SC-20230_76017,SC-20230,United States,Arlington,Texas,76017,Central
NP-18325_92024,NP-18325,United States,San Diego,California,92024,West
GM-14680_90045,GM-14680,United States,Los Angeles,California,90045,West
RH-19495_80219,RH-19495,United States,Denver,Colorado,80219,West
VM-21685_98105,VM-21685,United States,Seattle,Washington,98105,West
CC-12670_85254,CC-12670,United States,Scottsdale,Arizona,85254,West
SV-20365_70506,SV-20365,United States,Lafayette,Louisiana,70506,South
NP-18685_94109,NP-18685,United States,San Francisco,California,94109,West
JE-15715_80020,JE-15715,United States,Broomfield,Colorado,80020,West
CP-12085_62301,CP-12085,United States,Quincy,Illinois,62301,Central
EA-14035_75007,EA-14035,United States,Carrollton,Texas,75007,Central
AC-10615_10009,AC-10615,United States,New York City,New York,10009,East
RW-19690_65807,RW-19690,United States,Springfield,Missouri,65807,Central
DB-13210_7501,DB-13210,United States,Paterson,New Jersey,7501,East
BD-11320_74133,BD-11320,United States,Tulsa,Oklahoma,74133,Central
ML-17755_60623,ML-17755,United States,Chicago,Illinois,60623,Central
JD-16015_60610,JD-16015,United States,Chicago,Illinois,60610,Central
AS-10225_36116,AS-10225,United States,Montgomery,Alabama,36116,South
AA-10375_97301,AA-10375,United States,Salem,Oregon,97301,West
KT-16465_85301,KT-16465,United States,Glendale,Arizona,85301,West
MM-18280_31907,MM-18280,United States,Columbus,Georgia,31907,South
NG-18430_73120,NG-18430,United States,Oklahoma City,Oklahoma,73120,Central
LW-16825_94513,LW-16825,United States,Brentwood,California,94513,West
CB-12415_43229,CB-12415,United States,Columbus,Ohio,43229,East
AS-10090_65807,AS-10090,United States,Springfield,Missouri,65807,Central
CB-12415_19134,CB-12415,United States,Philadelphia,Pennsylvania,19134,East
ML-17755_97477,ML-17755,United States,Springfield,Oregon,97477,West
JS-16030_77036,JS-16030,United States,Houston,Texas,77036,Central
ND-18460_23320,ND-18460,United States,Chesapeake,Virginia,23320,South
LW-17215_91104,LW-17215,United States,Pasadena,California,91104,West
JW-15955_40214,JW-15955,United States,Louisville,Kentucky,40214,South
SC-20050_79424,SC-20050,United States,Lubbock,Texas,79424,Central
RW-19630_65203,RW-19630,United States,Columbia,Missouri,65203,Central
CM-12190_60623,CM-12190,United States,Chicago,Illinois,60623,Central
JF-15190_37604,JF-15190,United States,Johnson City,Tennessee,37604,South
SC-20800_77041,SC-20800,United States,Houston,Texas,77041,Central
AM-10705_36830,AM-10705,United States,Auburn,Alabama,36830,South
BK-11260_92404,BK-11260,United States,San Bernardino,California,92404,West
RH-19510_2908,RH-19510,United States,Providence,Rhode Island,2908,East
GM-14500_93727,GM-14500,United States,Fresno,California,93727,West
MC-17275_98103,MC-17275,United States,Seattle,Washington,98103,West
VM-21685_93534,VM-21685,United States,Lancaster,California,93534,West
GP-14740_1453,GP-14740,United States,Leominster,Massachusetts,1453,East
GB-14530_76106,GB-14530,United States,Fort Worth,Texas,76106,Central
CT-11995_55901,CT-11995,United States,Rochester,Minnesota,55901,Central
CW-11905_59715,CW-11905,United States,Bozeman,Montana,59715,West
SN-20560_85345,SN-20560,United States,Peoria,Arizona,85345,West
EB-13705_92105,EB-13705,United States,San Diego,California,92105,West
JW-15220_44107,JW-15220,United States,Lakewood,Ohio,44107,East
KB-16585_77095,KB-16585,United States,Houston,Texas,77095,Central
MC-17590_8861,MC-17590,United States,Perth Amboy,New Jersey,8861,East
CK-12595_19134,CK-12595,United States,Philadelphia,Pennsylvania,19134,East
RD-19480_47374,RD-19480,United States,Richmond,Indiana,47374,Central
TP-21130_48227,TP-21130,United States,Detroit,Michigan,48227,Central
GG-14650_90049,GG-14650,United States,Los Angeles,California,90049,West
ZC-21910_91767,ZC-21910,United States,Pomona,California,91767,West
CC-12610_19134,CC-12610,United States,Philadelphia,Pennsylvania,19134,East
KA-16525_91761,KA-16525,United States,Ontario,California,91761,West
TC-20980_98105,TC-20980,United States,Seattle,Washington,98105,West
DB-13270_94513,DB-13270,United States,Brentwood,California,94513,West
TR-21325_94122,TR-21325,United States,San Francisco,California,94122,West
BF-11080_21215,BF-11080,United States,Baltimore,Maryland,21215,East
MS-17365_85023,MS-17365,United States,Phoenix,Arizona,85023,West
CK-12595_90008,CK-12595,United States,Los Angeles,California,90008,West
ED-13885_77036,ED-13885,United States,Houston,Texas,77036,Central
IM-15070_10009,IM-15070,United States,New York City,New York,10009,East
MY-17380_91730,MY-17380,United States,Rancho Cucamonga,California,91730,West
MM-17260_19805,MM-17260,United States,Wilmington,Delaware,19805,East
MP-17470_56560,MP-17470,United States,Moorhead,Minnesota,56560,Central
AW-10840_87401,AW-10840,United States,Farmington,New Mexico,87401,West
SF-20065_28403,SF-20065,United States,Wilmington,North Carolina,28403,South
SN-20710_39212,SN-20710,United States,Jackson,Mississippi,39212,South
RD-19900_97206,RD-19900,United States,Portland,Oregon,97206,West
KT-16480_80219,KT-16480,United States,Denver,Colorado,80219,West
AH-10120_85705,AH-10120,United States,Tucson,Arizona,85705,West
BM-11650_10009,BM-11650,United States,New York City,New York,10009,East
BW-11200_33437,BW-11200,United States,Boynton Beach,Florida,33437,South
HG-14965_75150,HG-14965,United States,Mesquite,Texas,75150,Central
SG-20080_92374,SG-20080,United States,Redlands,California,92374,West
RK-19300_14609,RK-19300,United States,Rochester,New York,14609,East
SW-20245_95207,SW-20245,United States,Stockton,California,95207,West
RW-19630_98105,RW-19630,United States,Seattle,Washington,98105,West
TS-21085_32174,TS-21085,United States,Ormond Beach,Florida,32174,South
JB-15400_94086,JB-15400,United States,Sunnyvale,California,94086,West
EH-14005_48911,EH-14005,United States,Lansing,Michigan,48911,Central
EH-14005_19143,EH-14005,United States,Philadelphia,Pennsylvania,19143,East
BS-11665_19143,BS-11665,United States,Philadelphia,Pennsylvania,19143,East
JK-16120_19134,JK-16120,United States,Philadelphia,Pennsylvania,19134,East
RF-19345_3820,RF-19345,United States,Dover,New Hampshire,3820,East
WB-21850_19134,WB-21850,United States,Philadelphia,Pennsylvania,19134,East
TB-21625_75051,TB-21625,United States,Grand Prairie,Texas,75051,Central
CB-12415_10009,CB-12415,United States,New York City,New York,10009,East
GT-14635_11561,GT-14635,United States,Long Beach,New York,11561,East
TS-21160_17403,TS-21160,United States,York,Pennsylvania,17403,East
WB-21850_94521,WB-21850,United States,Concord,California,94521,West
DO-13435_10035,DO-13435,United States,New York City,New York,10035,East
AF-10870_77840,AF-10870,United States,College Station,Texas,77840,Central
RB-19435_63116,RB-19435,United States,Saint Louis,Missouri,63116,Central
AR-10540_2169,AR-10540,United States,Quincy,Massachusetts,2169,East
DR-12880_10009,DR-12880,United States,New York City,New York,10009,East
BF-11170_75081,BF-11170,United States,Dallas,Texas,75081,Central
LB-16735_90032,LB-16735,United States,Los Angeles,California,90032,West
DV-13465_55407,DV-13465,United States,Minneapolis,Minnesota,55407,Central
NK-18490_32725,NK-18490,United States,Deltona,Florida,32725,South
LH-17155_45231,LH-17155,United States,Cincinnati,Ohio,45231,East
DW-13480_94601,DW-13480,United States,Oakland,California,94601,West
KF-16285_95336,KF-16285,United States,Manteca,California,95336,West
HA-14920_78041,HA-14920,United States,Laredo,Texas,78041,Central
JH-15820_44240,JH-15820,United States,Kent,Ohio,44240,East
LC-16930_76903,LC-16930,United States,San Angelo,Texas,76903,Central
IL-15100_94122,IL-15100,United States,San Francisco,California,94122,West
LS-16975_77070,LS-16975,United States,Houston,Texas,77070,Central
CC-12610_77041,CC-12610,United States,Houston,Texas,77041,Central
PB-18805_84106,PB-18805,United States,Salt Lake City,Utah,84106,West
CJ-12010_10009,CJ-12010,United States,New York City,New York,10009,East
HK-14890_93905,HK-14890,United States,Salinas,California,93905,West
RH-19600_35810,RH-19600,United States,Huntsville,Alabama,35810,South
IL-15100_47201,IL-15100,United States,Columbus,Indiana,47201,Central
AS-10240_90049,AS-10240,United States,Los Angeles,California,90049,West
AP-10915_98105,AP-10915,United States,Seattle,Washington,98105,West
AG-10390_37918,AG-10390,United States,Knoxville,Tennessee,37918,South
BF-11080_36116,BF-11080,United States,Montgomery,Alabama,36116,South
LT-17110_72209,LT-17110,United States,Little Rock,Arkansas,72209,South
BT-11305_98103,BT-11305,United States,Seattle,Washington,98103,West
SC-20725_17602,SC-20725,United States,Lancaster,Pennsylvania,17602,East
CG-12040_37620,CG-12040,United States,Bristol,Tennessee,37620,South
AW-10930_60505,AW-10930,United States,Aurora,Illinois,60505,Central
RB-19705_10009,RB-19705,United States,New York City,New York,10009,East
ML-17410_6824,ML-17410,United States,Fairfield,Connecticut,6824,East
VB-21745_48146,VB-21745,United States,Lincoln Park,Michigan,48146,Central
SW-20275_10035,SW-20275,United States,New York City,New York,10035,East
NS-18505_95123,NS-18505,United States,San Jose,California,95123,West
DB-13555_32216,DB-13555,United States,Jacksonville,Florida,32216,South
MH-17620_94110,MH-17620,United States,San Francisco,California,94110,West
DK-13375_43302,DK-13375,United States,Marion,Ohio,43302,East
EA-14035_19134,EA-14035,United States,Philadelphia,Pennsylvania,19134,East
BT-11440_80122,BT-11440,United States,Littleton,Colorado,80122,West
LA-16780_78745,LA-16780,United States,Austin,Texas,78745,Central
GM-14680_10024,GM-14680,United States,New York City,New York,10024,East
AA-10315_94122,AA-10315,United States,San Francisco,California,94122,West
DB-13405_46350,DB-13405,United States,La Porte,Indiana,46350,Central
JH-15820_60610,JH-15820,United States,Chicago,Illinois,60610,Central
DJ-13630_97206,DJ-13630,United States,Portland,Oregon,97206,West
QJ-19255_5408,QJ-19255,United States,Burlington,Vermont,5408,East
CT-11995_46203,CT-11995,United States,Indianapolis,Indiana,46203,Central
RH-19510_84604,RH-19510,United States,Provo,Utah,84604,West
SJ-20125_60610,SJ-20125,United States,Chicago,Illinois,60610,Central
TG-21310_90049,TG-21310,United States,Los Angeles,California,90049,West
CT-11995_19134,CT-11995,United States,Philadelphia,Pennsylvania,19134,East
BF-11005_91104,BF-11005,United States,Pasadena,California,91104,West
JM-16195_90004,JM-16195,United States,Los Angeles,California,90004,West
JK-16120_92105,JK-16120,United States,San Diego,California,92105,West
HG-14965_94110,HG-14965,United States,San Francisco,California,94110,West
LA-16780_4401,LA-16780,United States,Bangor,Maine,4401,East
TS-21610_94122,TS-21610,United States,San Francisco,California,94122,West
MZ-17335_92024,MZ-17335,United States,San Diego,California,92024,West
MW-18220_10035,MW-18220,United States,New York City,New York,10035,East
MV-17485_22204,MV-17485,United States,Arlington,Virginia,22204,South
AA-10375_30318,AA-10375,United States,Atlanta,Georgia,30318,South
SM-20320_28110,SM-20320,United States,Monroe,North Carolina,28110,South
TP-21415_98115,TP-21415,United States,Seattle,Washington,98115,West
DK-13225_14609,DK-13225,United States,Rochester,New York,14609,East
MK-17905_33180,MK-17905,United States,Miami,Florida,33180,South
CS-12130_98105,CS-12130,United States,Seattle,Washington,98105,West
JL-15850_94122,JL-15850,United States,San Francisco,California,94122,West
AR-10405_90036,AR-10405,United States,Los Angeles,California,90036,West
LM-17065_38671,LM-17065,United States,Southaven,Mississippi,38671,South
JK-15625_98115,JK-15625,United States,Seattle,Washington,98115,West
FM-14215_6457,FM-14215,United States,Middletown,Connecticut,6457,East
SF-20200_47362,SF-20200,United States,New Castle,Indiana,47362,Central
PJ-18835_37130,PJ-18835,United States,Murfreesboro,Tennessee,37130,South
CS-12355_24153,CS-12355,United States,Salem,Virginia,24153,South
BB-10990_43615,BB-10990,United States,Toledo,Ohio,43615,East
BW-11200_90032,BW-11200,United States,Los Angeles,California,90032,West
RS-19420_98115,RS-19420,United States,Seattle,Washington,98115,West
TS-21160_31907,TS-21160,United States,Columbus,Georgia,31907,South
QJ-19255_10009,QJ-19255,United States,New York City,New York,10009,East
VD-21670_10011,VD-21670,United States,New York City,New York,10011,East
JL-15505_48640,JL-15505,United States,Midland,Michigan,48640,Central
DL-13495_31907,DL-13495,United States,Columbus,Georgia,31907,South
MO-17800_30076,MO-17800,United States,Roswell,Georgia,30076,South
BP-11185_60623,BP-11185,United States,Chicago,Illinois,60623,Central
MS-17980_77041,MS-17980,United States,Houston,Texas,77041,Central
SV-20935_10009,SV-20935,United States,New York City,New York,10009,East
BC-11125_85345,BC-11125,United States,Peoria,Arizona,85345,West
EM-13825_57103,EM-13825,United States,Sioux Falls,South Dakota,57103,Central
BD-11500_23223,BD-11500,United States,Richmond,Virginia,23223,South
HW-14935_98115,HW-14935,United States,Seattle,Washington,98115,West
KC-16255_42420,KC-16255,United States,Henderson,Kentucky,42420,South
BM-11575_10035,BM-11575,United States,New York City,New York,10035,East
KN-16705_80525,KN-16705,United States,Fort Collins,Colorado,80525,West
JD-16150_19140,JD-16150,United States,Philadelphia,Pennsylvania,19140,East
LA-16780_90004,LA-16780,United States,Los Angeles,California,90004,West
RW-19690_47905,RW-19690,United States,Lafayette,Indiana,47905,Central
KW-16570_37042,KW-16570,United States,Clarksville,Tennessee,37042,South
CC-12220_6824,CC-12220,United States,Fairfield,Connecticut,6824,East
RH-19495_10009,RH-19495,United States,New York City,New York,10009,East
JK-15625_43229,JK-15625,United States,Columbus,Ohio,43229,East
DC-13285_31088,DC-13285,United States,Warner Robins,Georgia,31088,South
GM-14455_2038,GM-14455,United States,Franklin,Massachusetts,2038,East
CL-11890_60623,CL-11890,United States,Chicago,Illinois,60623,Central
PV-18985_53209,PV-18985,United States,Milwaukee,Wisconsin,53209,Central
LT-17110_78207,LT-17110,United States,San Antonio,Texas,78207,Central
AM-10360_90032,AM-10360,United States,Los Angeles,California,90032,West
SC-20260_94122,SC-20260,United States,San Francisco,California,94122,West
CP-12340_10024,CP-12340,United States,New York City,New York,10024,East
RF-19840_43229,RF-19840,United States,Columbus,Ohio,43229,East
AB-10060_22980,AB-10060,United States,Waynesboro,Virginia,22980,South
EH-13990_95823,EH-13990,United States,Sacramento,California,95823,West
MN-17935_20735,MN-17935,United States,Clinton,Maryland,20735,East
KL-16555_45014,KL-16555,United States,Fairfield,Ohio,45014,East
MP-17965_2886,MP-17965,United States,Warwick,Rhode Island,2886,East
BF-11020_60505,BF-11020,United States,Aurora,Illinois,60505,Central
TP-21130_30080,TP-21130,United States,Smyrna,Georgia,30080,South
MS-17770_43229,MS-17770,United States,Columbus,Ohio,43229,East
KM-16375_91360,KM-16375,United States,Thousand Oaks,California,91360,West
BE-11455_44052,BE-11455,United States,Lorain,Ohio,44052,East
CV-12295_93727,CV-12295,United States,Fresno,California,93727,West
DK-13375_92105,DK-13375,United States,San Diego,California,92105,West
SG-20605_10009,SG-20605,United States,New York City,New York,10009,East
CS-12355_2148,CS-12355,United States,Malden,Massachusetts,2148,East
PJ-18835_10035,PJ-18835,United States,New York City,New York,10035,East
NP-18700_94109,NP-18700,United States,San Francisco,California,94109,West
SB-20290_29501,SB-20290,United States,Florence,South Carolina,29501,South
HM-14860_77340,HM-14860,United States,Huntsville,Texas,77340,Central
MG-18145_90045,MG-18145,United States,Los Angeles,California,90045,West
TM-21010_94122,TM-21010,United States,San Francisco,California,94122,West
BE-11335_94122,BE-11335,United States,San Francisco,California,94122,West
AS-10630_19120,AS-10630,United States,Philadelphia,Pennsylvania,19120,East
EM-13810_90036,EM-13810,United States,Los Angeles,California,90036,West
JA-15970_90045,JA-15970,United States,Los Angeles,California,90045,West
TB-21595_53209,TB-21595,United States,Milwaukee,Wisconsin,53209,Central
PP-18955_1040,PP-18955,United States,Holyoke,Massachusetts,1040,East
ML-18040_87105,ML-18040,United States,Albuquerque,New Mexico,87105,West
LC-16930_89431,LC-16930,United States,Sparks,Nevada,89431,West
MC-17590_92236,MC-17590,United States,Coachella,California,92236,West
CR-12580_60126,CR-12580,United States,Elmhurst,Illinois,60126,Central
SV-20935_45014,SV-20935,United States,Fairfield,Ohio,45014,East
MZ-17515_76017,MZ-17515,United States,Arlington,Texas,76017,Central
RB-19795_94110,RB-19795,United States,San Francisco,California,94110,West
HM-14860_98103,HM-14860,United States,Seattle,Washington,98103,West
AZ-10750_10009,AZ-10750,United States,New York City,New York,10009,East
JH-15910_77070,JH-15910,United States,Houston,Texas,77070,Central
PJ-18835_22153,PJ-18835,United States,Springfield,Virginia,22153,South
CA-12265_87401,CA-12265,United States,Farmington,New Mexico,87401,West
PW-19240_80027,PW-19240,United States,Louisville,Colorado,80027,West
SW-20455_33614,SW-20455,United States,Tampa,Florida,33614,South
AF-10870_7055,AF-10870,United States,Passaic,New Jersey,7055,East
AM-10705_90004,AM-10705,United States,Los Angeles,California,90004,West
BD-11320_19143,BD-11320,United States,Philadelphia,Pennsylvania,19143,East
CM-12385_29406,CM-12385,United States,North Charleston,South Carolina,29406,South
CS-12400_95123,CS-12400,United States,San Jose,California,95123,West
DB-13405_10011,DB-13405,United States,New York City,New York,10011,East
JG-15160_7060,JG-15160,United States,Plainfield,New Jersey,7060,East
SC-20380_98115,SC-20380,United States,Seattle,Washington,98115,West
CS-12460_10009,CS-12460,United States,New York City,New York,10009,East
MK-18160_23602,MK-18160,United States,Newport News,Virginia,23602,South
CM-11935_28314,CM-11935,United States,Fayetteville,North Carolina,28314,South
PF-19225_90032,PF-19225,United States,Los Angeles,California,90032,West
GM-14695_90036,GM-14695,United States,Los Angeles,California,90036,West
DC-12850_10011,DC-12850,United States,New York City,New York,10011,East
FO-14305_75220,FO-14305,United States,Dallas,Texas,75220,Central
AH-10210_98105,AH-10210,United States,Seattle,Washington,98105,West
KN-16705_98105,KN-16705,United States,Seattle,Washington,98105,West
CB-12535_19711,CB-12535,United States,Newark,Delaware,19711,East
TB-21250_10024,TB-21250,United States,New York City,New York,10024,East
KD-16345_90049,KD-16345,United States,Los Angeles,California,90049,West
JM-15865_14701,JM-15865,United States,Jamestown,New York,14701,East
KT-16480_77095,KT-16480,United States,Houston,Texas,77095,Central
SC-20575_46544,SC-20575,United States,Mishawaka,Indiana,46544,Central
BS-11800_92037,BS-11800,United States,San Diego,California,92037,West
BT-11395_94109,BT-11395,United States,San Francisco,California,94109,West
DC-12850_33178,DC-12850,United States,Miami,Florida,33178,South
LS-17200_60076,LS-17200,United States,Skokie,Illinois,60076,Central
RR-19315_94110,RR-19315,United States,San Francisco,California,94110,West
KL-16645_94122,KL-16645,United States,San Francisco,California,94122,West
RB-19435_77070,RB-19435,United States,Houston,Texas,77070,Central
MY-17380_90045,MY-17380,United States,Los Angeles,California,90045,West
AW-10930_73120,AW-10930,United States,Oklahoma City,Oklahoma,73120,Central
KW-16570_71203,KW-16570,United States,Monroe,Louisiana,71203,South
DB-12910_33614,DB-12910,United States,Tampa,Florida,33614,South
BB-11545_60623,BB-11545,United States,Chicago,Illinois,60623,Central
NP-18700_43402,NP-18700,United States,Bowling Green,Ohio,43402,East
PB-19105_77095,PB-19105,United States,Houston,Texas,77095,Central
DW-13585_7090,DW-13585,United States,Westfield,New Jersey,7090,East
CD-12790_73120,CD-12790,United States,Oklahoma City,Oklahoma,73120,Central
TT-21220_77041,TT-21220,United States,Houston,Texas,77041,Central
DB-12910_33311,DB-12910,United States,Fort Lauderdale,Florida,33311,South
DJ-13510_72209,DJ-13510,United States,Little Rock,Arkansas,72209,South
DL-13495_19120,DL-13495,United States,Philadelphia,Pennsylvania,19120,East
LO-17170_92253,LO-17170,United States,La Quinta,California,92253,West
SV-20365_44105,SV-20365,United States,Cleveland,Ohio,44105,East
EM-13810_94122,EM-13810,United States,San Francisco,California,94122,West
KD-16615_85254,KD-16615,United States,Scottsdale,Arizona,85254,West
NB-18580_19134,NB-18580,United States,Philadelphia,Pennsylvania,19134,East
AP-10720_2148,AP-10720,United States,Malden,Massachusetts,2148,East
JE-15745_95123,JE-15745,United States,San Jose,California,95123,West
JM-15865_85023,JM-15865,United States,Phoenix,Arizona,85023,West
AB-10105_42420,AB-10105,United States,Henderson,Kentucky,42420,South
PN-18775_29203,PN-18775,United States,Columbia,South Carolina,29203,South
JC-15775_32303,JC-15775,United States,Tallahassee,Florida,32303,South
PF-19165_10035,PF-19165,United States,New York City,New York,10035,East
BW-11110_77070,BW-11110,United States,Houston,Texas,77070,Central
BP-11185_33065,BP-11185,United States,Coral Springs,Florida,33065,South
TM-21010_84057,TM-21010,United States,Orem,Utah,84057,West
MB-17305_37211,MB-17305,United States,Nashville,Tennessee,37211,South
HR-14830_10009,HR-14830,United States,New York City,New York,10009,East
BD-11635_42104,BD-11635,United States,Bowling Green,Kentucky,42104,South
SF-20200_98226,SF-20200,United States,Bellingham,Washington,98226,West
SP-20620_10011,SP-20620,United States,New York City,New York,10011,East
DR-12880_43055,DR-12880,United States,Newark,Ohio,43055,East
VM-21685_60098,VM-21685,United States,Woodstock,Illinois,60098,Central
CM-12235_75007,CM-12235,United States,Carrollton,Texas,75007,Central
SM-20320_47905,SM-20320,United States,Lafayette,Indiana,47905,Central
RA-19885_31907,RA-19885,United States,Columbus,Georgia,31907,South
SD-20485_22304,SD-20485,United States,Alexandria,Virginia,22304,South
CS-12250_76117,CS-12250,United States,Haltom City,Texas,76117,Central
RA-19285_10024,RA-19285,United States,New York City,New York,10024,East
BF-11005_90004,BF-11005,United States,Los Angeles,California,90004,West
SE-20110_60090,SE-20110,United States,Wheeling,Illinois,60090,Central
RS-19765_29483,RS-19765,United States,Summerville,South Carolina,29483,South
BM-11650_47201,BM-11650,United States,Columbus,Indiana,47201,Central
SK-19990_10024,SK-19990,United States,New York City,New York,10024,East
EN-13780_10035,EN-13780,United States,New York City,New York,10035,East
KN-16450_32216,KN-16450,United States,Jacksonville,Florida,32216,South
MG-17890_92024,MG-17890,United States,San Diego,California,92024,West
MC-17590_76017,MC-17590,United States,Arlington,Texas,76017,Central
BO-11350_90045,BO-11350,United States,Los Angeles,California,90045,West
AG-10300_90049,AG-10300,United States,Los Angeles,California,90049,West
MS-17365_94110,MS-17365,United States,San Francisco,California,94110,West
JM-15655_88220,JM-15655,United States,Carlsbad,New Mexico,88220,West
MC-17635_63116,MC-17635,United States,Saint Louis,Missouri,63116,Central
TA-21385_10024,TA-21385,United States,New York City,New York,10024,East
SB-20290_45503,SB-20290,United States,Springfield,Ohio,45503,East
AB-10150_74133,AB-10150,United States,Tulsa,Oklahoma,74133,Central
JF-15295_98103,JF-15295,United States,Seattle,Washington,98103,West
BF-10975_28314,BF-10975,United States,Fayetteville,North Carolina,28314,South
TT-21265_90045,TT-21265,United States,Los Angeles,California,90045,West
SB-20170_10035,SB-20170,United States,New York City,New York,10035,East
LM-17065_71901,LM-17065,United States,Hot Springs,Arkansas,71901,South
KA-16525_60505,KA-16525,United States,Aurora,Illinois,60505,Central
BF-11170_27604,BF-11170,United States,Raleigh,North Carolina,27604,South
TB-21400_74133,TB-21400,United States,Tulsa,Oklahoma,74133,Central
SH-19975_92345,SH-19975,United States,Hesperia,California,92345,West
AS-10225_84604,AS-10225,United States,Provo,Utah,84604,West
PK-19075_94110,PK-19075,United States,San Francisco,California,94110,West
HR-14830_85234,HR-14830,United States,Gilbert,Arizona,85234,West
